39,  State-gov,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 92579
32,  State-gov,  12th,  Never-married,  Adm-clerical,  White,  Female,  United-States, 18975
34,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Male,  United-States, 52327
51,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 45351
38,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 176157
21,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 24320
33,  Self-emp-not-inc,  Bachelors,  Never-married,  Other-service,  White,  Female,  United-States, 125540
34,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 33516
32,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 136419
38,  ?,  Assoc-voc,  Never-married,  ?,  White,  Male,  United-States, 63810
27,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Other-service,  Black,  Male,  United-States, 14426
35,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 23568
29,  State-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 86981
40,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 40463
46,  Private,  7th-8th,  Married-civ-spouse,  Farming-fishing,  Black,  Male,  United-States, 96049
37,  Private,  HS-grad,  Never-married,  Other-service,  Black,  Female,  United-States, 152133
38,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 37513
37,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  Black,  Male,  Cuba, 105989
44,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 50001
25,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Male,  United-States, 130830
38,  Private,  HS-grad,  Never-married,  Sales,  White,  Male,  United-States, 123758
34,  Local-gov,  Assoc-acdm,  Divorced,  Adm-clerical,  White,  Female,  United-States, 87643
50,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 179552
46,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 42272
20,  Private,  5th-6th,  Never-married,  Handlers-cleaners,  White,  Male,  Guatemala, 115148
47,  State-gov,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 100575
46,  Private,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 45888
34,  Private,  Assoc-acdm,  Divorced,  Sales,  White,  Male,  United-States, 135973
61,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 149055
55,  State-gov,  Some-college,  Divorced,  Prof-specialty,  Black,  Female,  United-States, 103476
36,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Male,  United-States, 56795
28,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Female,  United-States, 13264
22,  Private,  HS-grad,  Never-married,  Other-service,  White,  Male,  United-States, 169252
34,  Private,  Some-college,  Never-married,  Sales,  Black,  Female,  United-States, 48428
33,  Private,  Some-college,  Never-married,  Machine-op-inspct,  Black,  Male,  United-States, 161711
27,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 95580
43,  Federal-gov,  Masters,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 159065
55,  Private,  10th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 120930
39,  Self-emp-not-inc,  10th,  Married-spouse-absent,  Other-service,  White,  Female,  United-States, 37383
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Male,  El-Salvador, 124026
38,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 62186
30,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 132363
21,  Private,  11th,  Never-married,  Other-service,  White,  Male,  El-Salvador, 34246
60,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 86877
43,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 166686
36,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 144953
23,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  El-Salvador, 23111
57,  Local-gov,  Some-college,  Married-civ-spouse,  Handlers-cleaners,  Black,  Male,  United-States, 189763
25,  Local-gov,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 132853
38,  Private,  HS-grad,  Divorced,  Other-service,  Black,  Female,  United-States, 179232
22,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 35684
23,  Private,  5th-6th,  Never-married,  Craft-repair,  White,  Male,  Mexico, 131076
61,  Self-emp-not-inc,  HS-grad,  Never-married,  Sales,  White,  Female,  United-States, 22490
28,  Private,  Some-college,  Divorced,  Craft-repair,  White,  Male,  United-States, 188402
17,  ?,  11th,  Never-married,  ?,  White,  Female,  United-States, 174949
21,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 10283
49,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 52409
37,  Private,  12th,  Divorced,  Craft-repair,  White,  Male,  United-States, 176524
23,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  Dominican-Republic, 35911
38,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 12542
34,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 163895
21,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Female,  Peru, 49999
27,  State-gov,  Some-college,  Married-civ-spouse,  Exec-managerial,  Black,  Male,  United-States, 67511
57,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 82815
22,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 103759
20,  Private,  Some-college,  Never-married,  Adm-clerical,  Other,  Female,  United-States, 13306
49,  Self-emp-inc,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 45009
38,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 65197
40,  Private,  Bachelors,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 62357
44,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  Black,  Male,  Haiti, 121167
37,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 194971
57,  Private,  Masters,  Divorced,  Prof-specialty,  White,  Male,  United-States, 13238
56,  Private,  7th-8th,  Never-married,  Other-service,  White,  Female,  United-States, 113624
41,  Private,  Assoc-acdm,  Divorced,  Prof-specialty,  White,  Male,  United-States, 120275
50,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Other-service,  Asian-Pac-Islander,  Male,  South, 65929
33,  Private,  9th,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 124552
29,  Private,  Masters,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 66205
28,  Federal-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 38382
35,  Private,  10th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 139576
36,  Private,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 177407
45,  Private,  Doctorate,  Divorced,  Prof-specialty,  Black,  Female,  United-States, 196771
30,  Self-emp-not-inc,  Assoc-acdm,  Never-married,  Craft-repair,  White,  Male,  United-States, 192450
35,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 180232
27,  Private,  Assoc-voc,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 62886
22,  Private,  HS-grad,  Never-married,  Exec-managerial,  White,  Male,  Yugoslavia, 135349
24,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 59297
47,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 162970
47,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 148356
18,  Private,  11th,  Never-married,  Other-service,  White,  Female,  United-States, 18399
18,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Male,  United-States, 113383
31,  Local-gov,  HS-grad,  Divorced,  Protective-serv,  White,  Male,  United-States, 35717
43,  Self-emp-not-inc,  Masters,  Divorced,  Other-service,  White,  Female,  United-States, 180791
45,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  Other,  Male,  United-States, 13393
39,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 123033
30,  Private,  Bachelors,  Never-married,  Adm-clerical,  White,  Male,  United-States, 91103
22,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 133228
30,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 107116
36,  Private,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 162364
20,  State-gov,  Assoc-acdm,  Never-married,  Prof-specialty,  White,  Male,  United-States, 123701
61,  ?,  1st-4th,  Married-civ-spouse,  ?,  White,  Male,  Mexico, 48835
27,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 49633
59,  Local-gov,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 108573
60,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 85827
43,  Private,  Bachelors,  Divorced,  Exec-managerial,  White,  Female,  United-States, 109880
35,  Private,  HS-grad,  Divorced,  Transport-moving,  White,  Male,  United-States, 68083
40,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 193234
20,  Private,  11th,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 61087
47,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 55971
40,  Private,  Assoc-acdm,  Divorced,  Prof-specialty,  White,  Male,  United-States, 85694
20,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 65592
75,  ?,  Some-college,  Married-civ-spouse,  ?,  White,  Male,  United-States, 95403
25,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 41562
47,  Private,  Assoc-voc,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 126169
29,  Self-emp-not-inc,  Assoc-acdm,  Widowed,  Sales,  White,  Female,  United-States, 106258
34,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 117464
45,  State-gov,  Bachelors,  Separated,  Prof-specialty,  White,  Female,  United-States, 181357
23,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 34031
46,  Private,  Assoc-acdm,  Widowed,  Adm-clerical,  White,  Female,  United-States, 158693
41,  State-gov,  Some-college,  Divorced,  Machine-op-inspct,  Black,  Female,  United-States, 174628
29,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 142984
17,  Private,  11th,  Never-married,  Handlers-cleaners,  Amer-Indian-Eskimo,  Male,  United-States, 54909
39,  Private,  9th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 74829
37,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Black,  Female,  United-States, 129695
34,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  Black,  Male,  ?, 132125
20,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 125368
18,  ?,  HS-grad,  Never-married,  ?,  Asian-Pac-Islander,  Female,  United-States, 70082
52,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 191071
42,  Local-gov,  Assoc-acdm,  Married-civ-spouse,  Prof-specialty,  Amer-Indian-Eskimo,  Female,  United-States, 181420
22,  Private,  5th-6th,  Married-civ-spouse,  Craft-repair,  White,  Male,  Mexico, 96498
66,  State-gov,  Some-college,  Divorced,  Exec-managerial,  White,  Female,  United-States, 75942
35,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 111235
40,  Local-gov,  Assoc-acdm,  Never-married,  Prof-specialty,  White,  Male,  United-States, 138188
21,  Private,  HS-grad,  Divorced,  Sales,  Amer-Indian-Eskimo,  Female,  United-States, 197677
51,  Local-gov,  HS-grad,  Divorced,  Protective-serv,  White,  Male,  United-States, 91148
34,  Private,  10th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 20062
24,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 37792
43,  Private,  Bachelors,  Married-spouse-absent,  Adm-clerical,  White,  Female,  United-States, 195961
34,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 56756
42,  Local-gov,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 170689
41,  Private,  Assoc-voc,  Never-married,  Craft-repair,  White,  Male,  United-States, 97119
21,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Female,  United-States, 56007
64,  Local-gov,  7th-8th,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 69722
24,  Federal-gov,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 89695
23,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 46805
29,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 109562
44,  Self-emp-not-inc,  HS-grad,  Divorced,  Exec-managerial,  White,  Female,  United-States, 191751
28,  Private,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 91111
33,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 33288
35,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 116900
41,  Private,  10th,  Married-spouse-absent,  Craft-repair,  White,  Female,  United-States, 185924
42,  Private,  Bachelors,  Married-civ-spouse,  Sales,  Black,  Male,  United-States, 178346
51,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 106630
32,  Private,  11th,  Never-married,  Other-service,  Black,  Female,  Jamaica, 40628
37,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 125788
18,  Private,  11th,  Never-married,  Sales,  White,  Female,  United-States, 89945
24,  Private,  Assoc-voc,  Never-married,  Other-service,  White,  Female,  United-States, 49502
29,  ?,  Some-college,  Divorced,  ?,  White,  Female,  United-States, 42692
45,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 107049
52,  Federal-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 64495
35,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 59004
46,  Self-emp-inc,  Bachelors,  Divorced,  Exec-managerial,  White,  Female,  United-States, 84798
63,  Private,  HS-grad,  Widowed,  Exec-managerial,  White,  Male,  United-States, 79064
32,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 54519
24,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 63439
72,  ?,  Some-college,  Married-civ-spouse,  ?,  White,  Male,  Canada, 57340
35,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 173456
29,  Private,  Bachelors,  Never-married,  Adm-clerical,  White,  Female,  United-States, 151734
35,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 152110
70,  Private,  10th,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 124247
65,  ?,  Bachelors,  Married-civ-spouse,  ?,  White,  Male,  United-States, 127164
36,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Female,  United-States, 104817
53,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  Black,  Male,  United-States, 83788
49,  Local-gov,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 33945
60,  Private,  Prof-school,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 181924
18,  Private,  11th,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 95752
21,  Private,  Some-college,  Never-married,  Other-service,  White,  Male,  Italy, 26497
42,  Private,  10th,  Never-married,  Transport-moving,  Black,  Male,  United-States, 81854
25,  State-gov,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 33150
32,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 12489
25,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  ?, 137018
47,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 177105
30,  Private,  Assoc-voc,  Never-married,  Prof-specialty,  White,  Female,  United-States, 104980
21,  ?,  Assoc-acdm,  Never-married,  ?,  White,  Female,  United-States, 157676
38,  Self-emp-not-inc,  Bachelors,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 78439
34,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 34035
37,  Private,  Assoc-acdm,  Never-married,  Other-service,  White,  Female,  United-States, 153790
56,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 151222
52,  State-gov,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 32206
23,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 198826
29,  State-gov,  HS-grad,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 82594
45,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 46859
23,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 54302
45,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 25801
30,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 143581
45,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 78920
26,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 198770
23,  Private,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 191033
24,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  ?, 139030
43,  Private,  Masters,  Widowed,  Exec-managerial,  White,  Male,  United-States, 131887
42,  Private,  HS-grad,  Divorced,  Handlers-cleaners,  White,  Male,  United-States, 103419
72,  Private,  Some-college,  Widowed,  Adm-clerical,  White,  Female,  United-States, 38132
21,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 58826
57,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 22823
24,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 160465
27,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 57516
54,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 141446
42,  Local-gov,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 166836
17,  Private,  9th,  Never-married,  Other-service,  Black,  Male,  United-States, 164807
48,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 146574
39,  Private,  Bachelors,  Divorced,  Sales,  White,  Female,  United-States, 182750
41,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 46558
50,  Private,  7th-8th,  Married-civ-spouse,  Other-service,  White,  Female,  ?, 90371
57,  Private,  HS-grad,  Divorced,  Transport-moving,  White,  Male,  United-States, 98519
44,  Local-gov,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 17387
20,  ?,  HS-grad,  Never-married,  ?,  White,  Female,  United-States, 165685
49,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 193435
44,  Private,  Assoc-acdm,  Never-married,  Prof-specialty,  Black,  Female,  United-States, 129946
42,  Private,  Assoc-voc,  Never-married,  Craft-repair,  White,  Male,  United-States, 97215
18,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 154642
18,  Private,  12th,  Never-married,  Other-service,  White,  Male,  United-States, 22003
51,  Private,  HS-grad,  Widowed,  Tech-support,  Black,  Female,  United-States, 131961
28,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 147600
39,  Private,  Assoc-acdm,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 151712
25,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 126593
41,  Private,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 156393
39,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 48556
42,  Self-emp-not-inc,  11th,  Separated,  Other-service,  White,  Female,  United-States, 84727
33,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 177325
63,  ?,  10th,  Married-civ-spouse,  ?,  White,  Male,  United-States, 151227
47,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  United-States, 189040
27,  Local-gov,  Bachelors,  Married-civ-spouse,  Protective-serv,  White,  Male,  United-States, 108102
39,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 168854
20,  Private,  Some-college,  Never-married,  Farming-fishing,  White,  Male,  United-States, 81849
49,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 162189
70,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  United-States, 190049
46,  Private,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 68454
47,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 59999
35,  Private,  9th,  Never-married,  Craft-repair,  White,  Male,  United-States, 60115
24,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 56978
22,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 77168
43,  Private,  Bachelors,  Divorced,  Other-service,  White,  Female,  United-States, 36364
60,  Local-gov,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  ?, 10386
53,  Private,  11th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 159028
47,  Private,  Some-college,  Divorced,  Exec-managerial,  White,  Female,  United-States, 34491
34,  Private,  Some-college,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 95331
37,  Private,  Assoc-voc,  Never-married,  Other-service,  White,  Male,  United-States, 141563
35,  Private,  HS-grad,  Never-married,  Other-service,  White,  Male,  United-States, 42697
23,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Female,  United-States, 181792
27,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Female,  United-States, 150874
29,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Male,  United-States, 106221
23,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 188843
35,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 32300
18,  ?,  HS-grad,  Never-married,  ?,  White,  Female,  United-States, 73895
27,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 74184
56,  ?,  Some-college,  Divorced,  ?,  White,  Female,  United-States, 129926
40,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 66089
31,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 81382
18,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 13628
25,  Private,  Assoc-acdm,  Never-married,  Prof-specialty,  White,  Female,  United-States, 60460
36,  Private,  Some-college,  Never-married,  Protective-serv,  Black,  Female,  United-States, 29864
38,  Private,  10th,  Divorced,  Craft-repair,  White,  Male,  United-States, 82905
52,  Private,  HS-grad,  Widowed,  Craft-repair,  White,  Male,  United-States, 191346
23,  Private,  HS-grad,  Never-married,  Other-service,  White,  Male,  Mexico, 150005
48,  Self-emp-not-inc,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 157754
34,  ?,  HS-grad,  Never-married,  ?,  Black,  Female,  United-States, 180639
46,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 18787
26,  Private,  HS-grad,  Married-spouse-absent,  Protective-serv,  White,  Male,  United-States, 37224
47,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 49145
21,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 160674
65,  Private,  Bachelors,  Divorced,  Prof-specialty,  White,  Male,  United-States, 113234
31,  Local-gov,  HS-grad,  Married-civ-spouse,  Transport-moving,  Black,  Male,  United-States, 64627
38,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 64133
68,  Private,  HS-grad,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 56539
26,  Private,  Bachelors,  Never-married,  Adm-clerical,  Asian-Pac-Islander,  Female,  Hong, 32822
42,  Private,  HS-grad,  Divorced,  Other-service,  White,  Male,  United-States, 195030
49,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 41125
42,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  Asian-Pac-Islander,  Female,  Philippines, 162641
39,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 166032
31,  Self-emp-not-inc,  9th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 80268
28,  State-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 137288
36,  Private,  Bachelors,  Divorced,  Prof-specialty,  White,  Female,  United-States, 150264
42,  State-gov,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 118856
62,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 97173
21,  Private,  HS-grad,  Never-married,  Farming-fishing,  White,  Male,  United-States, 167036
21,  Private,  Some-college,  Never-married,  Adm-clerical,  Other,  Female,  Cuba, 75748
60,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Male,  United-States, 51989
22,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 109210
30,  Private,  10th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 78004
64,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 192913
28,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 96553
41,  Self-emp-not-inc,  Assoc-acdm,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 51183
25,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  United-States, 85590
27,  Private,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 114392
40,  Private,  Assoc-acdm,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 95787
58,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 44814
31,  Private,  Prof-school,  Never-married,  Prof-specialty,  White,  Female,  United-States, 76108
50,  Local-gov,  HS-grad,  Widowed,  Transport-moving,  White,  Female,  United-States, 172193
27,  Private,  HS-grad,  Separated,  Handlers-cleaners,  White,  Male,  United-States, 36421
31,  ?,  HS-grad,  Never-married,  ?,  Amer-Indian-Eskimo,  Male,  United-States, 191052
50,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 197519
45,  Private,  HS-grad,  Married-civ-spouse,  Protective-serv,  Black,  Male,  United-States, 199545
