20 - 26, *, pre-primary, married, *, *, *, *, 9363
40, non-government, hs-grad, divorced, *, *, female, *, 88974
40, non-government, hs-grad, divorced, *, *, female, *, 54096
40, non-government, hs-grad, divorced, *, *, female, *, 88224
40, non-government, hs-grad, divorced, *, *, female, *, 75698
40, non-government, hs-grad, divorced, *, *, female, *, 52709
40, non-government, hs-grad, divorced, *, *, female, *, 36646
40, non-government, hs-grad, divorced, *, *, female, *, 84457
40, non-government, hs-grad, divorced, *, *, female, *, 85301
40, non-government, hs-grad, divorced, *, *, female, *, 73601
40, non-government, hs-grad, divorced, *, *, female, *, 39169
40, non-government, hs-grad, divorced, *, *, female, *, 64913
40, non-government, hs-grad, divorced, *, *, female, *, 68900
40, non-government, hs-grad, divorced, *, *, female, *, 86537
40, non-government, hs-grad, divorced, *, *, female, *, 50779
40, non-government, hs-grad, divorced, *, *, female, *, 64003
40, non-government, hs-grad, divorced, *, *, female, *, 94217
40, non-government, hs-grad, divorced, *, *, female, *, 43516
40, non-government, hs-grad, divorced, *, *, female, *, 87748
40, non-government, hs-grad, divorced, *, *, female, *, 74345
40, non-government, hs-grad, divorced, *, *, female, *, 89536
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 75157
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 70916
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 90718
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 85737
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 41436
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 65954
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 82201
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 40871
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 94796
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 86532
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 53575
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 82784
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 40920
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 83241
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 70548
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 69684
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 37919
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 80070
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 39822
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 52486
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 35786
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 60454
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 42885
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 49733
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 39319
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 68462
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 71852
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 60669
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 85187
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 69381
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 69626
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 66323
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 53721
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 48179
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 59749
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 93351
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 60617
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 86270
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 35243
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 60158
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 39302
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 60017
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 60354
41 - 42, non-government, hs-grad, divorced, *, *, female, *, 57449
43, non-government, hs-grad, divorced, *, *, female, *, 48808
43, non-government, hs-grad, divorced, *, *, female, *, 91983
43, non-government, hs-grad, divorced, *, *, female, *, 49775
43, non-government, hs-grad, divorced, *, *, female, *, 46593
43, non-government, hs-grad, divorced, *, *, female, *, 49122
43, non-government, hs-grad, divorced, *, *, female, *, 46976
43, non-government, hs-grad, divorced, *, *, female, *, 81556
43, non-government, hs-grad, divorced, *, *, female, *, 94774
43, non-government, hs-grad, divorced, *, *, female, *, 59868
43, non-government, hs-grad, divorced, *, *, female, *, 93099
43, non-government, hs-grad, divorced, *, *, female, *, 90124
43, non-government, hs-grad, divorced, *, *, female, *, 62884
43, non-government, hs-grad, divorced, *, *, female, *, 47358
43, non-government, hs-grad, divorced, *, *, female, *, 42338
43, non-government, hs-grad, divorced, *, *, female, *, 51897
43, non-government, hs-grad, divorced, *, *, female, *, 86730
43, non-government, hs-grad, divorced, *, *, female, *, 92086
43, non-government, hs-grad, divorced, *, *, female, *, 44375
43, non-government, hs-grad, divorced, *, *, female, *, 60816
43, non-government, hs-grad, divorced, *, *, female, *, 44307
43, non-government, hs-grad, divorced, *, *, female, *, 87031
43, non-government, hs-grad, divorced, *, *, female, *, 77323
43, non-government, hs-grad, divorced, *, *, female, *, 67824
38 - 39, non-government, some-college, divorced, *, *, female, *, 75616
38 - 39, non-government, some-college, divorced, *, *, female, *, 57104
38 - 39, non-government, some-college, divorced, *, *, female, *, 65106
38 - 39, non-government, some-college, divorced, *, *, female, *, 60954
38 - 39, non-government, some-college, divorced, *, *, female, *, 43267
38 - 39, non-government, some-college, divorced, *, *, female, *, 66248
38 - 39, non-government, some-college, divorced, *, *, female, *, 45087
38 - 39, non-government, some-college, divorced, *, *, female, *, 91413
38 - 39, non-government, some-college, divorced, *, *, female, *, 57821
38 - 39, non-government, some-college, divorced, *, *, female, *, 67863
38 - 39, non-government, some-college, divorced, *, *, female, *, 79474
38 - 39, non-government, some-college, divorced, *, *, female, *, 91980
38 - 39, non-government, some-college, divorced, *, *, female, *, 40673
38 - 39, non-government, some-college, divorced, *, *, female, *, 46507
38 - 39, non-government, some-college, divorced, *, *, female, *, 97576
38 - 39, non-government, some-college, divorced, *, *, female, *, 55445
38 - 39, non-government, some-college, divorced, *, *, female, *, 60226
38 - 39, non-government, some-college, divorced, *, *, female, *, 86933
38 - 39, non-government, some-college, divorced, *, *, female, *, 72977
38 - 39, non-government, some-college, divorced, *, *, female, *, 94385
38 - 39, non-government, some-college, divorced, *, *, female, *, 70614
38 - 39, non-government, some-college, divorced, *, *, female, *, 57792
38 - 39, non-government, some-college, divorced, *, *, female, *, 73387
38 - 39, non-government, some-college, divorced, *, *, female, *, 46264
38 - 39, non-government, some-college, divorced, *, *, female, *, 89129
38 - 39, non-government, some-college, divorced, *, *, female, *, 45367
38 - 39, non-government, some-college, divorced, *, *, female, *, 96118
38 - 39, non-government, some-college, divorced, *, *, female, *, 99278
38 - 39, non-government, some-college, divorced, *, *, female, *, 69384
38 - 39, non-government, some-college, divorced, *, *, female, *, 70268
38 - 39, non-government, some-college, divorced, *, *, female, *, 70408
38 - 39, non-government, some-college, divorced, *, *, female, *, 48055
38 - 39, non-government, some-college, divorced, *, *, female, *, 55929
38 - 39, non-government, some-college, divorced, *, *, female, *, 41126
38 - 39, non-government, some-college, divorced, *, *, female, *, 42845
38 - 39, non-government, some-college, divorced, *, *, female, *, 73665
38 - 39, non-government, some-college, divorced, *, *, female, *, 92732
38 - 39, non-government, some-college, divorced, *, *, female, *, 77752
38 - 39, non-government, some-college, divorced, *, *, female, *, 85766
38 - 39, non-government, some-college, divorced, *, *, female, *, 42890
38 - 39, non-government, some-college, divorced, *, *, female, *, 83980
38 - 39, non-government, some-college, divorced, *, *, female, *, 61238
38 - 39, non-government, some-college, divorced, *, *, female, *, 91739
38 - 39, non-government, some-college, divorced, *, *, female, *, 92552
38 - 39, non-government, some-college, divorced, *, *, female, *, 40488
38 - 39, non-government, some-college, divorced, *, *, female, *, 49976
38 - 39, non-government, some-college, divorced, *, *, female, *, 69459
38 - 39, non-government, some-college, divorced, *, *, female, *, 62032
38 - 39, non-government, some-college, divorced, *, *, female, *, 81413
38 - 39, non-government, some-college, divorced, *, *, female, *, 52075
38 - 39, non-government, some-college, divorced, *, *, female, *, 68834
38 - 39, non-government, some-college, divorced, *, *, female, *, 49170
40, non-government, some-college, divorced, *, *, female, *, 79480
40, non-government, some-college, divorced, *, *, female, *, 74856
40, non-government, some-college, divorced, *, *, female, *, 73085
40, non-government, some-college, divorced, *, *, female, *, 50395
40, non-government, some-college, divorced, *, *, female, *, 97424
40, non-government, some-college, divorced, *, *, female, *, 63673
40, non-government, some-college, divorced, *, *, female, *, 63270
40, non-government, some-college, divorced, *, *, female, *, 87090
40, non-government, some-college, divorced, *, *, female, *, 74989
40, non-government, some-college, divorced, *, *, female, *, 69588
40, non-government, some-college, divorced, *, *, female, *, 43475
40, non-government, some-college, divorced, *, *, female, *, 84456
40, non-government, some-college, divorced, *, *, female, *, 91251
40, non-government, some-college, divorced, *, *, female, *, 47951
40, non-government, some-college, divorced, *, *, female, *, 70708
40, non-government, some-college, divorced, *, *, female, *, 51949
40, non-government, some-college, divorced, *, *, female, *, 89071
40, non-government, some-college, divorced, *, *, female, *, 60832
40, non-government, some-college, divorced, *, *, female, *, 42388
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 44360
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 47590
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 89679
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 40039
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 88231
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 55836
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 90370
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 49174
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 61114
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 49171
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 73631
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 62476
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 75387
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 76604
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 64039
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 85255
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 58596
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 42802
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 46191
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 55545
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 62878
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 60810
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 60537
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 62239
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 45356
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 61984
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 95799
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 46538
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 58489
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 88801
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 72950
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 95345
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 99719
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 45984
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 97166
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 64038
41 - 42, non-government, some-college, divorced, *, *, female, north-america, 46886
43, non-government, some-college, divorced, *, *, female, *, 58557
43, non-government, some-college, divorced, *, *, female, *, 57107
43, non-government, some-college, divorced, *, *, female, *, 79647
43, non-government, some-college, divorced, *, *, female, *, 83835
43, non-government, some-college, divorced, *, *, female, *, 75003
43, non-government, some-college, divorced, *, *, female, *, 92737
43, non-government, some-college, divorced, *, *, female, *, 94600
43, non-government, some-college, divorced, *, *, female, *, 46233
43, non-government, some-college, divorced, *, *, female, *, 91701
43, non-government, some-college, divorced, *, *, female, *, 81886
43, non-government, some-college, divorced, *, *, female, *, 79831
43, non-government, some-college, divorced, *, *, female, *, 58801
43, non-government, some-college, divorced, *, *, female, *, 88114
43, non-government, some-college, divorced, *, *, female, *, 70967
43, non-government, some-college, divorced, *, *, female, *, 90889
43, non-government, some-college, divorced, *, *, female, *, 91366
43, non-government, some-college, divorced, *, *, female, *, 54175
43, non-government, some-college, divorced, *, *, female, *, 40476
43, non-government, some-college, divorced, *, *, female, *, 50646
43, non-government, some-college, divorced, *, *, female, *, 90011
43, non-government, some-college, divorced, *, *, female, *, 40092
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 66963
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 76684
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 53970
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 81706
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 85512
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 79576
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 57149
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 53187
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 83876
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 55446
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 44026
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 94285
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 79291
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 79627
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 58851
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 87224
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 71969
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 82816
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 55032
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 82267
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 58570
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 74678
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 39839
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 90310
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 50887
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 48173
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 46424
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 68607
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 80624
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 63587
44 - 48, non-government, pre-university, divorced, manual-labour, *, female, *, 63767
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 83845
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 86319
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 88256
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 74572
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 42457
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 72565
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 51379
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 90970
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 89929
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 49467
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 68038
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 40891
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 79895
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 96107
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 56295
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 58932
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 59457
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 89197
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 75430
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 56523
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 83598
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 74715
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 68460
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 52144
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 92594
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 84922
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 63537
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 91939
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 80119
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 38357
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 44789
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 72165
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 81741
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 64395
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 71311
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 71696
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 64187
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 44721
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 59116
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 60322
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 63718
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 86719
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 90793
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 59219
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 45084
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 85815
44 - 48, non-government, pre-university, divorced, professional, *, female, *, 94042
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 73623
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 75687
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 53425
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 77263
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 57529
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 90928
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 43594
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 58672
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 83741
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 37530
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 66864
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 90974
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 69131
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 71967
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 92518
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 53228
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 93847
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 86048
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 54260
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 76617
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 64174
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 38197
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 89155
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 85972
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 41578
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 41302
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 39325
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 81865
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 94413
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 89385
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 61370
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 58433
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 64165
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 53510
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 88411
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 56120
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 70245
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 45537
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 90147
44 - 46, private, hs-grad, divorced, customer-service, *, female, *, 52944
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 50297
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 82806
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 89965
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 37994
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 78154
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 70965
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 52812
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 46563
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 94672
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 71893
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 46136
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 76595
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 50464
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 37874
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 81039
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 88116
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 83793
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 80586
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 72449
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 71368
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 62213
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 58907
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 81750
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 41428
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 81192
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 84814
47 - 48, non-government, hs-grad, divorced, customer-service, *, female, *, 68112
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 61584
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 73963
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 53990
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 75535
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 68299
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 95604
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 43119
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 79624
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 83686
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 94914
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 67392
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 56920
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 78277
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 61107
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 83395
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 57438
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 81627
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 76365
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 85641
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 79432
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 65610
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 72980
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 49718
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 50624
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 83770
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 47823
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 71492
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 82819
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 92932
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 80657
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 58414
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 77776
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 80755
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 56948
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 95037
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 61626
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 41715
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 48147
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 97633
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 86341
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 42475
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 89581
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 79083
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 79671
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 69336
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 76785
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 58542
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 81941
44 - 48, non-government, some-college, divorced, customer-service, *, female, *, 78907
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 45565
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 44931
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 82784
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 47397
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 45179
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 67771
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 46000
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 41354
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 99872
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 57664
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 75796
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 60794
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 59208
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 76421
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 55150
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 61839
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 63796
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 53392
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 84060
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 36480
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 91232
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 72154
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 45684
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 98995
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 85976
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 49387
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 68530
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 70842
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 84933
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 86506
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 77025
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 68668
44 - 48, non-government, pre-university, divorced, other-service, *, female, *, 42777
