20 - 37, *, pre-primary, married, *, *, *, *, 8828
54 - 90, *, pre-university, married, customer-service, *, female, *, 89947
54 - 90, *, pre-university, married, customer-service, *, female, *, 53443
54 - 90, *, pre-university, married, customer-service, *, female, *, 80010
54 - 90, *, pre-university, married, customer-service, *, female, *, 57122
54 - 90, *, pre-university, married, customer-service, *, female, *, 71402
54 - 90, *, pre-university, married, customer-service, *, female, *, 59555
54 - 90, *, pre-university, married, customer-service, *, female, *, 84974
54 - 90, *, pre-university, married, customer-service, *, female, *, 72972
54 - 90, *, pre-university, married, customer-service, *, female, *, 62692
54 - 90, *, pre-university, married, customer-service, *, female, *, 89619
54 - 90, *, pre-university, married, customer-service, *, female, *, 64745
54 - 90, *, pre-university, married, customer-service, *, female, *, 42025
54 - 90, *, pre-university, married, customer-service, *, female, *, 36638
54 - 90, *, pre-university, married, customer-service, *, female, *, 84378
54 - 90, *, pre-university, married, customer-service, *, female, *, 91035
54 - 90, *, pre-university, married, customer-service, *, female, *, 52858
54 - 90, *, pre-university, married, customer-service, *, female, *, 74232
54 - 90, *, pre-university, married, customer-service, *, female, *, 53829
54 - 90, *, pre-university, married, customer-service, *, female, *, 94566
54 - 90, *, pre-university, married, customer-service, *, female, *, 86642
54 - 90, *, pre-university, married, customer-service, *, female, *, 59689
54 - 90, *, pre-university, married, customer-service, *, female, *, 68280
54 - 90, *, pre-university, married, customer-service, *, female, *, 54070
54 - 90, *, pre-university, married, customer-service, *, female, *, 48605
54 - 90, *, pre-university, married, customer-service, *, female, *, 56000
54 - 90, *, pre-university, married, customer-service, *, female, *, 79290
54 - 90, *, pre-university, married, customer-service, *, female, *, 54815
54 - 90, *, pre-university, married, customer-service, *, female, *, 59391
38 - 49, *, pre-university, married, protective-serv, *, *, *, 94700
38 - 49, *, pre-university, married, protective-serv, *, *, *, 43718
38 - 49, *, pre-university, married, protective-serv, *, *, *, 49084
38 - 49, *, pre-university, married, protective-serv, *, *, *, 50395
38 - 49, *, pre-university, married, protective-serv, *, *, *, 63411
38 - 49, *, pre-university, married, protective-serv, *, *, *, 73543
38 - 49, *, pre-university, married, protective-serv, *, *, *, 51033
38 - 49, *, pre-university, married, protective-serv, *, *, *, 87214
38 - 49, *, pre-university, married, protective-serv, *, *, *, 84194
38 - 49, *, pre-university, married, protective-serv, *, *, *, 48275
38 - 49, *, pre-university, married, protective-serv, *, *, *, 80848
38 - 49, *, pre-university, married, protective-serv, *, *, *, 64062
38 - 49, *, pre-university, married, protective-serv, *, *, *, 90140
38 - 49, *, pre-university, married, protective-serv, *, *, *, 84542
38 - 49, *, pre-university, married, protective-serv, *, *, *, 65565
38 - 49, *, pre-university, married, protective-serv, *, *, *, 80250
38 - 49, *, pre-university, married, protective-serv, *, *, *, 39916
38 - 49, *, pre-university, married, protective-serv, *, *, *, 40446
38 - 49, *, pre-university, married, protective-serv, *, *, *, 44335
38 - 49, *, pre-university, married, protective-serv, *, *, *, 83153
38 - 49, *, pre-university, married, protective-serv, *, *, *, 95387
38 - 49, *, pre-university, married, protective-serv, *, *, *, 39658
38 - 49, *, pre-university, married, protective-serv, *, *, *, 50592
38 - 49, *, pre-university, married, protective-serv, *, *, *, 75749
38 - 49, *, pre-university, married, protective-serv, *, *, *, 49447
38 - 49, *, pre-university, married, protective-serv, *, *, *, 64201
38 - 49, *, pre-university, married, protective-serv, *, *, *, 54133
38 - 49, *, pre-university, married, protective-serv, *, *, *, 42763
38 - 49, *, pre-university, married, protective-serv, *, *, *, 91580
38 - 49, *, pre-university, married, protective-serv, *, *, *, 57288
38 - 49, *, pre-university, married, protective-serv, *, *, *, 90475
38 - 49, *, pre-university, married, protective-serv, *, *, *, 65148
38 - 49, *, pre-university, married, protective-serv, *, *, *, 99976
38 - 49, *, pre-university, married, protective-serv, *, *, *, 85153
38 - 49, *, pre-university, married, protective-serv, *, *, *, 72666
38 - 49, *, pre-university, married, protective-serv, *, *, *, 65735
38 - 49, *, pre-university, married, protective-serv, *, *, *, 81391
38 - 49, *, pre-university, married, protective-serv, *, *, *, 52535
38 - 49, *, pre-university, married, protective-serv, *, *, *, 82271
38 - 49, *, pre-university, married, protective-serv, *, *, *, 53832
38 - 49, *, pre-university, married, protective-serv, *, *, *, 96743
38 - 49, *, pre-university, married, protective-serv, *, *, *, 71658
38 - 49, *, pre-university, married, protective-serv, *, *, *, 86506
38 - 49, *, pre-university, married, protective-serv, *, *, *, 46452
38 - 49, *, pre-university, married, protective-serv, *, *, *, 88903
38 - 49, *, pre-university, married, protective-serv, *, *, *, 79868
38 - 49, *, pre-university, married, protective-serv, *, *, *, 80844
38 - 49, *, pre-university, married, protective-serv, *, *, *, 93498
38 - 49, *, pre-university, married, protective-serv, *, *, *, 65646
38 - 49, *, pre-university, married, protective-serv, *, *, *, 62118
38 - 49, *, pre-university, married, protective-serv, *, *, *, 49018
38 - 49, *, pre-university, married, protective-serv, *, *, *, 82165
38 - 49, *, pre-university, married, protective-serv, *, *, *, 56095
38 - 49, *, pre-university, married, protective-serv, *, *, *, 50626
38 - 49, *, pre-university, married, protective-serv, *, *, *, 53986
38 - 49, *, pre-university, married, protective-serv, *, *, *, 54809
38 - 49, *, pre-university, married, protective-serv, *, *, *, 41192
38 - 49, *, pre-university, married, protective-serv, *, *, *, 67392
38 - 49, *, pre-university, married, protective-serv, *, *, *, 84791
38 - 49, *, pre-university, married, protective-serv, *, *, *, 97352
38 - 49, *, pre-university, married, protective-serv, *, *, *, 76251
38 - 49, *, pre-university, married, protective-serv, *, *, *, 67766
38 - 49, *, pre-university, married, protective-serv, *, *, *, 83338
38 - 49, *, pre-university, married, protective-serv, *, *, *, 71568
38 - 49, *, pre-university, married, protective-serv, *, *, *, 77210
38 - 49, *, pre-university, married, protective-serv, *, *, *, 60391
38 - 49, *, pre-university, married, protective-serv, *, *, *, 99217
38 - 49, *, pre-university, married, protective-serv, *, *, *, 60969
38 - 49, *, pre-university, married, protective-serv, *, *, *, 37343
38 - 49, *, pre-university, married, protective-serv, *, *, *, 91372
38 - 49, *, pre-university, married, protective-serv, *, *, *, 66335
50 - 76, *, pre-university, married, protective-serv, *, *, *, 88921
50 - 76, *, pre-university, married, protective-serv, *, *, *, 95447
50 - 76, *, pre-university, married, protective-serv, *, *, *, 40974
50 - 76, *, pre-university, married, protective-serv, *, *, *, 88322
50 - 76, *, pre-university, married, protective-serv, *, *, *, 82292
50 - 76, *, pre-university, married, protective-serv, *, *, *, 55051
50 - 76, *, pre-university, married, protective-serv, *, *, *, 39686
50 - 76, *, pre-university, married, protective-serv, *, *, *, 41728
50 - 76, *, pre-university, married, protective-serv, *, *, *, 70105
50 - 76, *, pre-university, married, protective-serv, *, *, *, 87768
50 - 76, *, pre-university, married, protective-serv, *, *, *, 57562
50 - 76, *, pre-university, married, protective-serv, *, *, *, 54153
50 - 76, *, pre-university, married, protective-serv, *, *, *, 79123
50 - 76, *, pre-university, married, protective-serv, *, *, *, 62717
50 - 76, *, pre-university, married, protective-serv, *, *, *, 46605
50 - 76, *, pre-university, married, protective-serv, *, *, *, 46255
50 - 76, *, pre-university, married, protective-serv, *, *, *, 44693
50 - 76, *, pre-university, married, protective-serv, *, *, *, 85528
50 - 76, *, pre-university, married, protective-serv, *, *, *, 43407
50 - 76, *, pre-university, married, protective-serv, *, *, *, 43156
50 - 76, *, pre-university, married, protective-serv, *, *, *, 45863
50 - 76, *, pre-university, married, protective-serv, *, *, *, 35484
50 - 76, *, pre-university, married, protective-serv, *, *, *, 70268
50 - 76, *, pre-university, married, protective-serv, *, *, *, 65716
50 - 76, *, pre-university, married, protective-serv, *, *, *, 77247
50 - 76, *, pre-university, married, protective-serv, *, *, *, 48256
50 - 76, *, pre-university, married, protective-serv, *, *, *, 42333
50 - 76, *, pre-university, married, protective-serv, *, *, *, 84343
50 - 76, *, pre-university, married, protective-serv, *, *, *, 75733
50 - 76, *, pre-university, married, protective-serv, *, *, *, 83543
50 - 76, *, pre-university, married, protective-serv, *, *, *, 40523
50 - 76, *, pre-university, married, protective-serv, *, *, *, 42818
50 - 76, *, pre-university, married, protective-serv, *, *, *, 36071
50 - 76, *, pre-university, married, protective-serv, *, *, *, 43103
50 - 76, *, pre-university, married, protective-serv, *, *, *, 59193
50 - 76, *, pre-university, married, protective-serv, *, *, *, 72409
50 - 76, *, pre-university, married, protective-serv, *, *, *, 51897
50 - 76, *, pre-university, married, protective-serv, *, *, *, 39885
50 - 76, *, pre-university, married, protective-serv, *, *, *, 44788
50 - 76, *, pre-university, married, protective-serv, *, *, *, 44529
50 - 76, *, pre-university, married, protective-serv, *, *, *, 88857
50 - 76, *, pre-university, married, protective-serv, *, *, *, 48731
50 - 76, *, pre-university, married, protective-serv, *, *, *, 84087
50 - 76, *, pre-university, married, protective-serv, *, *, *, 61612
50 - 76, *, pre-university, married, protective-serv, *, *, *, 60152
50 - 76, *, pre-university, married, protective-serv, *, *, *, 82424
50 - 76, *, pre-university, married, protective-serv, *, *, *, 66059
50 - 76, *, pre-university, married, protective-serv, *, *, *, 63774
50 - 76, *, pre-university, married, protective-serv, *, *, *, 67975
50 - 76, *, pre-university, married, protective-serv, *, *, *, 84971
50 - 76, *, pre-university, married, protective-serv, *, *, *, 93347
50 - 76, *, pre-university, married, protective-serv, *, *, *, 81146
50 - 76, *, pre-university, married, protective-serv, *, *, *, 58279
50 - 76, *, pre-university, married, protective-serv, *, *, *, 95016
50 - 76, *, pre-university, married, protective-serv, *, *, *, 45072
50 - 76, *, pre-university, married, protective-serv, *, *, *, 85704
50 - 76, *, pre-university, married, protective-serv, *, *, *, 71688
50 - 76, *, pre-university, married, protective-serv, *, *, *, 88710
50 - 76, *, pre-university, married, protective-serv, *, *, *, 78088
50 - 76, *, pre-university, married, protective-serv, *, *, *, 73169
50 - 76, *, pre-university, married, protective-serv, *, *, *, 75512
50 - 76, *, pre-university, married, protective-serv, *, *, *, 76149
50 - 76, *, pre-university, married, protective-serv, *, *, *, 45575
50 - 76, *, pre-university, married, protective-serv, *, *, *, 78687
50 - 76, *, pre-university, married, protective-serv, *, *, *, 85046
50 - 76, *, pre-university, married, protective-serv, *, *, *, 43770
50 - 76, *, pre-university, married, protective-serv, *, *, *, 92563
50 - 76, *, pre-university, married, protective-serv, *, *, *, 72273
50 - 76, *, pre-university, married, protective-serv, *, *, *, 82197
50 - 76, *, pre-university, married, protective-serv, *, *, *, 78548
38 - 48, *, pre-university, married, other-service, *, male, *, 53436
38 - 48, *, pre-university, married, other-service, *, male, *, 53660
38 - 48, *, pre-university, married, other-service, *, male, *, 48556
38 - 48, *, pre-university, married, other-service, *, male, *, 61061
38 - 48, *, pre-university, married, other-service, *, male, *, 93665
38 - 48, *, pre-university, married, other-service, *, male, *, 45036
38 - 48, *, pre-university, married, other-service, *, male, *, 91552
38 - 48, *, pre-university, married, other-service, *, male, *, 64588
38 - 48, *, pre-university, married, other-service, *, male, *, 83305
38 - 48, *, pre-university, married, other-service, *, male, *, 66567
38 - 48, *, pre-university, married, other-service, *, male, *, 39221
38 - 48, *, pre-university, married, other-service, *, male, *, 74300
38 - 48, *, pre-university, married, other-service, *, male, *, 66695
38 - 48, *, pre-university, married, other-service, *, male, *, 71169
38 - 48, *, pre-university, married, other-service, *, male, *, 35877
38 - 48, *, pre-university, married, other-service, *, male, *, 85103
38 - 48, *, pre-university, married, other-service, *, male, *, 84497
38 - 48, *, pre-university, married, other-service, *, male, *, 94960
38 - 48, *, pre-university, married, other-service, *, male, *, 77099
38 - 48, *, pre-university, married, other-service, *, male, *, 38200
38 - 48, *, pre-university, married, other-service, *, male, *, 64620
38 - 48, *, pre-university, married, other-service, *, male, *, 47434
38 - 48, *, pre-university, married, other-service, *, male, *, 47734
38 - 48, *, pre-university, married, other-service, *, male, *, 90751
38 - 48, *, pre-university, married, other-service, *, male, *, 85642
38 - 48, *, pre-university, married, other-service, *, male, *, 62402
38 - 48, *, pre-university, married, other-service, *, male, *, 72706
38 - 48, *, pre-university, married, other-service, *, male, *, 74106
38 - 48, *, pre-university, married, other-service, *, male, *, 43944
38 - 48, *, pre-university, married, other-service, *, male, *, 46828
38 - 48, *, pre-university, married, other-service, *, male, *, 69723
38 - 48, *, pre-university, married, other-service, *, male, *, 60216
38 - 48, *, pre-university, married, other-service, *, male, *, 87128
38 - 48, *, pre-university, married, other-service, *, male, *, 56756
38 - 48, *, pre-university, married, other-service, *, male, *, 62862
38 - 48, *, pre-university, married, other-service, *, male, *, 38073
38 - 48, *, pre-university, married, other-service, *, male, *, 97696
38 - 48, *, pre-university, married, other-service, *, male, *, 63596
38 - 48, *, pre-university, married, other-service, *, male, *, 77609
38 - 48, *, pre-university, married, other-service, *, male, *, 76995
38 - 48, *, pre-university, married, other-service, *, male, *, 73154
38 - 48, *, pre-university, married, other-service, *, male, *, 51996
38 - 48, *, pre-university, married, other-service, *, male, *, 93062
38 - 48, *, pre-university, married, other-service, *, male, *, 60294
38 - 48, *, pre-university, married, other-service, *, male, *, 61358
38 - 48, *, pre-university, married, other-service, *, male, *, 70758
38 - 48, *, pre-university, married, other-service, *, male, *, 54543
38 - 48, *, pre-university, married, other-service, *, male, *, 81078
38 - 48, *, pre-university, married, other-service, *, male, *, 51298
38 - 48, *, pre-university, married, other-service, *, male, *, 61054
38 - 48, *, pre-university, married, other-service, *, male, *, 82479
38 - 48, *, pre-university, married, other-service, *, male, *, 47221
38 - 48, *, pre-university, married, other-service, *, male, *, 48084
38 - 48, *, pre-university, married, other-service, *, male, *, 45008
38 - 48, *, pre-university, married, other-service, *, male, *, 58680
38 - 48, *, pre-university, married, other-service, *, male, *, 50079
38 - 48, *, pre-university, married, other-service, *, male, *, 39099
38 - 48, *, pre-university, married, other-service, *, male, *, 50263
38 - 48, *, pre-university, married, other-service, *, male, *, 41191
38 - 48, *, pre-university, married, other-service, *, male, *, 44428
38 - 48, *, pre-university, married, other-service, *, male, *, 81758
38 - 48, *, pre-university, married, other-service, *, male, *, 45399
38 - 48, *, pre-university, married, other-service, *, male, *, 37134
38 - 48, *, pre-university, married, other-service, *, male, *, 82189
38 - 48, *, pre-university, married, other-service, *, male, *, 46402
38 - 48, *, pre-university, married, other-service, *, male, *, 57813
38 - 48, *, pre-university, married, other-service, *, male, *, 59847
38 - 48, *, pre-university, married, other-service, *, male, *, 87107
38 - 48, *, pre-university, married, other-service, *, male, *, 43976
38 - 48, *, pre-university, married, other-service, *, male, *, 59365
38 - 48, *, pre-university, married, other-service, *, male, *, 48836
38 - 48, *, pre-university, married, other-service, *, male, *, 36509
38 - 48, *, pre-university, married, other-service, *, male, *, 96431
38 - 48, *, pre-university, married, other-service, *, male, *, 59043
38 - 48, *, pre-university, married, other-service, *, male, *, 84213
38 - 48, *, pre-university, married, other-service, *, male, *, 83668
38 - 48, *, pre-university, married, other-service, *, male, *, 88149
38 - 48, *, pre-university, married, other-service, *, male, *, 46994
38 - 48, *, pre-university, married, other-service, *, male, *, 78598
38 - 48, *, pre-university, married, other-service, *, male, *, 38038
38 - 48, *, pre-university, married, other-service, *, male, *, 45099
38 - 48, *, pre-university, married, other-service, *, male, *, 36401
38 - 48, *, pre-university, married, other-service, *, male, *, 84808
38 - 48, *, pre-university, married, other-service, *, male, *, 62178
38 - 48, *, pre-university, married, other-service, *, male, *, 46830
38 - 48, *, pre-university, married, other-service, *, male, *, 56659
38 - 48, *, pre-university, married, other-service, *, male, *, 56151
38 - 48, *, pre-university, married, other-service, *, male, *, 74457
38 - 48, *, pre-university, married, other-service, *, male, *, 54802
38 - 48, *, pre-university, married, other-service, *, male, *, 52613
38 - 48, *, pre-university, married, other-service, *, male, *, 57926
38 - 48, *, pre-university, married, other-service, *, male, *, 37849
38 - 48, *, pre-university, married, other-service, *, male, *, 84883
38 - 48, *, pre-university, married, other-service, *, male, *, 78275
38 - 48, *, pre-university, married, other-service, *, male, *, 63640
49 - 90, *, pre-university, married, other-service, *, male, *, 54461
49 - 90, *, pre-university, married, other-service, *, male, *, 77682
49 - 90, *, pre-university, married, other-service, *, male, *, 75636
49 - 90, *, pre-university, married, other-service, *, male, *, 57060
49 - 90, *, pre-university, married, other-service, *, male, *, 68725
49 - 90, *, pre-university, married, other-service, *, male, *, 40252
49 - 90, *, pre-university, married, other-service, *, male, *, 84286
49 - 90, *, pre-university, married, other-service, *, male, *, 57460
49 - 90, *, pre-university, married, other-service, *, male, *, 71981
49 - 90, *, pre-university, married, other-service, *, male, *, 57766
49 - 90, *, pre-university, married, other-service, *, male, *, 35382
49 - 90, *, pre-university, married, other-service, *, male, *, 85592
49 - 90, *, pre-university, married, other-service, *, male, *, 40594
49 - 90, *, pre-university, married, other-service, *, male, *, 76677
49 - 90, *, pre-university, married, other-service, *, male, *, 43151
49 - 90, *, pre-university, married, other-service, *, male, *, 88788
49 - 90, *, pre-university, married, other-service, *, male, *, 64939
49 - 90, *, pre-university, married, other-service, *, male, *, 71443
49 - 90, *, pre-university, married, other-service, *, male, *, 69670
49 - 90, *, pre-university, married, other-service, *, male, *, 39597
49 - 90, *, pre-university, married, other-service, *, male, *, 69189
49 - 90, *, pre-university, married, other-service, *, male, *, 87320
49 - 90, *, pre-university, married, other-service, *, male, *, 60335
49 - 90, *, pre-university, married, other-service, *, male, *, 84906
49 - 90, *, pre-university, married, other-service, *, male, *, 55023
49 - 90, *, pre-university, married, other-service, *, male, *, 43112
49 - 90, *, pre-university, married, other-service, *, male, *, 81112
49 - 90, *, pre-university, married, other-service, *, male, *, 69463
49 - 90, *, pre-university, married, other-service, *, male, *, 45876
49 - 90, *, pre-university, married, other-service, *, male, *, 64239
49 - 90, *, pre-university, married, other-service, *, male, *, 54848
49 - 90, *, pre-university, married, other-service, *, male, *, 85273
49 - 90, *, pre-university, married, other-service, *, male, *, 84603
49 - 90, *, pre-university, married, other-service, *, male, *, 89349
49 - 90, *, pre-university, married, other-service, *, male, *, 70809
49 - 90, *, pre-university, married, other-service, *, male, *, 61026
49 - 90, *, pre-university, married, other-service, *, male, *, 48801
49 - 90, *, pre-university, married, other-service, *, male, *, 56675
49 - 90, *, pre-university, married, other-service, *, male, *, 36274
49 - 90, *, pre-university, married, other-service, *, male, *, 59727
49 - 90, *, pre-university, married, other-service, *, male, *, 77323
49 - 90, *, pre-university, married, other-service, *, male, *, 75223
49 - 90, *, pre-university, married, other-service, *, male, *, 81188
49 - 90, *, pre-university, married, other-service, *, male, *, 81895
49 - 90, *, pre-university, married, other-service, *, male, *, 90399
49 - 90, *, pre-university, married, other-service, *, male, *, 53885
49 - 90, *, pre-university, married, other-service, *, male, *, 38488
49 - 90, *, pre-university, married, other-service, *, male, *, 38755
49 - 90, *, pre-university, married, other-service, *, male, *, 70869
49 - 90, *, pre-university, married, other-service, *, male, *, 45021
49 - 90, *, pre-university, married, other-service, *, male, *, 69371
49 - 90, *, pre-university, married, other-service, *, male, *, 79938
49 - 90, *, pre-university, married, other-service, *, male, *, 63002
49 - 90, *, pre-university, married, other-service, *, male, *, 63646
49 - 90, *, pre-university, married, other-service, *, male, *, 41676
49 - 90, *, pre-university, married, other-service, *, male, *, 61805
49 - 90, *, pre-university, married, other-service, *, male, *, 91950
49 - 90, *, pre-university, married, other-service, *, male, *, 58690
49 - 90, *, pre-university, married, other-service, *, male, *, 62141
49 - 90, *, pre-university, married, other-service, *, male, *, 59523
49 - 90, *, pre-university, married, other-service, *, male, *, 39777
49 - 90, *, pre-university, married, other-service, *, male, *, 46108
49 - 90, *, pre-university, married, other-service, *, male, *, 65187
49 - 90, *, pre-university, married, other-service, *, male, *, 50342
49 - 90, *, pre-university, married, other-service, *, male, *, 53128
49 - 90, *, pre-university, married, other-service, *, male, *, 85067
49 - 90, *, pre-university, married, other-service, *, male, *, 87990
49 - 90, *, pre-university, married, other-service, *, male, *, 41362
49 - 90, *, pre-university, married, other-service, *, male, *, 85161
49 - 90, *, pre-university, married, other-service, *, male, *, 94786
49 - 90, *, pre-university, married, other-service, *, male, *, 55450
49 - 90, *, pre-university, married, other-service, *, male, *, 89918
49 - 90, *, pre-university, married, other-service, *, male, *, 37302
49 - 90, *, pre-university, married, other-service, *, male, *, 92973
49 - 90, *, pre-university, married, other-service, *, male, *, 79785
49 - 90, *, pre-university, married, other-service, *, male, *, 39530
49 - 90, *, pre-university, married, other-service, *, male, *, 83565
49 - 90, *, pre-university, married, other-service, *, male, *, 61361
49 - 90, *, pre-university, married, other-service, *, male, *, 73063
49 - 90, *, pre-university, married, other-service, *, male, *, 69318
49 - 90, *, pre-university, married, other-service, *, male, *, 42877
49 - 90, *, pre-university, married, other-service, *, male, *, 63299
49 - 90, *, pre-university, married, other-service, *, male, *, 74134
49 - 90, *, pre-university, married, other-service, *, male, *, 62473
49 - 90, *, pre-university, married, other-service, *, male, *, 69735
49 - 90, *, pre-university, married, other-service, *, male, *, 70270
49 - 90, *, pre-university, married, other-service, *, male, *, 84462
49 - 90, *, pre-university, married, other-service, *, male, *, 92903
49 - 90, *, pre-university, married, other-service, *, male, *, 68277
49 - 90, *, pre-university, married, other-service, *, male, *, 62238
49 - 90, *, pre-university, married, other-service, *, male, *, 36369
49 - 90, *, pre-university, married, other-service, *, male, *, 79448
49 - 90, *, pre-university, married, other-service, *, male, *, 39762
49 - 90, *, pre-university, married, other-service, *, male, *, 68185
49 - 90, *, pre-university, married, other-service, *, male, *, 73944
38 - 45, *, pre-university, married, other-service, *, female, *, 54575
38 - 45, *, pre-university, married, other-service, *, female, *, 66335
38 - 45, *, pre-university, married, other-service, *, female, *, 82034
38 - 45, *, pre-university, married, other-service, *, female, *, 76674
38 - 45, *, pre-university, married, other-service, *, female, *, 35291
38 - 45, *, pre-university, married, other-service, *, female, *, 91734
38 - 45, *, pre-university, married, other-service, *, female, *, 72911
38 - 45, *, pre-university, married, other-service, *, female, *, 52963
38 - 45, *, pre-university, married, other-service, *, female, *, 45324
38 - 45, *, pre-university, married, other-service, *, female, *, 59221
38 - 45, *, pre-university, married, other-service, *, female, *, 41650
38 - 45, *, pre-university, married, other-service, *, female, *, 71792
38 - 45, *, pre-university, married, other-service, *, female, *, 43647
38 - 45, *, pre-university, married, other-service, *, female, *, 99522
38 - 45, *, pre-university, married, other-service, *, female, *, 81119
38 - 45, *, pre-university, married, other-service, *, female, *, 45877
38 - 45, *, pre-university, married, other-service, *, female, *, 86904
38 - 45, *, pre-university, married, other-service, *, female, *, 86434
38 - 45, *, pre-university, married, other-service, *, female, *, 80576
38 - 45, *, pre-university, married, other-service, *, female, *, 76353
38 - 45, *, pre-university, married, other-service, *, female, *, 61875
38 - 45, *, pre-university, married, other-service, *, female, *, 79992
38 - 45, *, pre-university, married, other-service, *, female, *, 94409
38 - 45, *, pre-university, married, other-service, *, female, *, 83600
38 - 45, *, pre-university, married, other-service, *, female, *, 36573
38 - 45, *, pre-university, married, other-service, *, female, *, 46018
38 - 45, *, pre-university, married, other-service, *, female, *, 94897
38 - 45, *, pre-university, married, other-service, *, female, *, 63206
38 - 45, *, pre-university, married, other-service, *, female, *, 79230
38 - 45, *, pre-university, married, other-service, *, female, *, 97563
38 - 45, *, pre-university, married, other-service, *, female, *, 47145
38 - 45, *, pre-university, married, other-service, *, female, *, 80650
38 - 45, *, pre-university, married, other-service, *, female, *, 75313
38 - 45, *, pre-university, married, other-service, *, female, *, 93737
38 - 45, *, pre-university, married, other-service, *, female, *, 41893
38 - 45, *, pre-university, married, other-service, *, female, *, 46462
38 - 45, *, pre-university, married, other-service, *, female, *, 84569
38 - 45, *, pre-university, married, other-service, *, female, *, 62519
38 - 45, *, pre-university, married, other-service, *, female, *, 93864
38 - 45, *, pre-university, married, other-service, *, female, *, 66471
38 - 45, *, pre-university, married, other-service, *, female, *, 49050
38 - 45, *, pre-university, married, other-service, *, female, *, 58636
38 - 45, *, pre-university, married, other-service, *, female, *, 56399
38 - 45, *, pre-university, married, other-service, *, female, *, 58475
38 - 45, *, pre-university, married, other-service, *, female, *, 93304
38 - 45, *, pre-university, married, other-service, *, female, *, 88095
38 - 45, *, pre-university, married, other-service, *, female, *, 47608
38 - 45, *, pre-university, married, other-service, *, female, *, 68056
38 - 45, *, pre-university, married, other-service, *, female, *, 94244
38 - 45, *, pre-university, married, other-service, *, female, *, 35532
38 - 45, *, pre-university, married, other-service, *, female, *, 46847
38 - 45, *, pre-university, married, other-service, *, female, *, 66583
38 - 45, *, pre-university, married, other-service, *, female, *, 75979
38 - 45, *, pre-university, married, other-service, *, female, *, 52805
38 - 45, *, pre-university, married, other-service, *, female, *, 83971
38 - 45, *, pre-university, married, other-service, *, female, *, 82445
38 - 45, *, pre-university, married, other-service, *, female, *, 54559
46 - 69, *, pre-university, married, other-service, *, female, *, 55374
46 - 69, *, pre-university, married, other-service, *, female, *, 46632
46 - 69, *, pre-university, married, other-service, *, female, *, 75622
46 - 69, *, pre-university, married, other-service, *, female, *, 70757
46 - 69, *, pre-university, married, other-service, *, female, *, 88248
46 - 69, *, pre-university, married, other-service, *, female, *, 64976
46 - 69, *, pre-university, married, other-service, *, female, *, 64558
46 - 69, *, pre-university, married, other-service, *, female, *, 75686
46 - 69, *, pre-university, married, other-service, *, female, *, 64799
46 - 69, *, pre-university, married, other-service, *, female, *, 48735
46 - 69, *, pre-university, married, other-service, *, female, *, 47792
46 - 69, *, pre-university, married, other-service, *, female, *, 54385
46 - 69, *, pre-university, married, other-service, *, female, *, 40794
46 - 69, *, pre-university, married, other-service, *, female, *, 51703
46 - 69, *, pre-university, married, other-service, *, female, *, 57230
46 - 69, *, pre-university, married, other-service, *, female, *, 43257
46 - 69, *, pre-university, married, other-service, *, female, *, 61402
46 - 69, *, pre-university, married, other-service, *, female, *, 86083
46 - 69, *, pre-university, married, other-service, *, female, *, 50886
46 - 69, *, pre-university, married, other-service, *, female, *, 72441
46 - 69, *, pre-university, married, other-service, *, female, *, 92680
46 - 69, *, pre-university, married, other-service, *, female, *, 37815
46 - 69, *, pre-university, married, other-service, *, female, *, 83748
46 - 69, *, pre-university, married, other-service, *, female, *, 70285
46 - 69, *, pre-university, married, other-service, *, female, *, 72198
46 - 69, *, pre-university, married, other-service, *, female, *, 74645
46 - 69, *, pre-university, married, other-service, *, female, *, 84137
46 - 69, *, pre-university, married, other-service, *, female, *, 51680
46 - 69, *, pre-university, married, other-service, *, female, *, 91107
46 - 69, *, pre-university, married, other-service, *, female, *, 74059
46 - 69, *, pre-university, married, other-service, *, female, *, 56253
46 - 69, *, pre-university, married, other-service, *, female, *, 94935
46 - 69, *, pre-university, married, other-service, *, female, *, 37976
46 - 69, *, pre-university, married, other-service, *, female, *, 50622
46 - 69, *, pre-university, married, other-service, *, female, *, 79794
46 - 69, *, pre-university, married, other-service, *, female, *, 63996
46 - 69, *, pre-university, married, other-service, *, female, *, 35296
46 - 69, *, pre-university, married, other-service, *, female, *, 45525
46 - 69, *, pre-university, married, other-service, *, female, *, 88365
46 - 69, *, pre-university, married, other-service, *, female, *, 49625
46 - 69, *, pre-university, married, other-service, *, female, *, 80010
46 - 69, *, pre-university, married, other-service, *, female, *, 44998
46 - 69, *, pre-university, married, other-service, *, female, *, 91577
46 - 69, *, pre-university, married, other-service, *, female, *, 38752
46 - 69, *, pre-university, married, other-service, *, female, *, 45322
46 - 69, *, pre-university, married, other-service, *, female, *, 37749
46 - 69, *, pre-university, married, other-service, *, female, *, 67250
46 - 69, *, pre-university, married, other-service, *, female, *, 42359
46 - 69, *, pre-university, married, other-service, *, female, *, 67358
46 - 69, *, pre-university, married, other-service, *, female, *, 64611
46 - 69, *, pre-university, married, other-service, *, female, *, 43418
46 - 69, *, pre-university, married, other-service, *, female, *, 62717
46 - 69, *, pre-university, married, other-service, *, female, *, 58893
46 - 69, *, pre-university, married, other-service, *, female, *, 37416
46 - 69, *, pre-university, married, other-service, *, female, *, 66569
