17 - 27, *, pre-primary, *, *, *, *, *, 9010
56 - 61, *, post-doctorate, married, *, *, male, *, 127358
56 - 61, *, post-doctorate, married, *, *, male, *, 62654
56 - 61, *, post-doctorate, married, *, *, male, *, 55047
56 - 61, *, post-doctorate, married, *, *, male, *, 80004
56 - 61, *, post-doctorate, married, *, *, male, *, 61026
56 - 61, *, post-doctorate, married, *, *, male, *, 96667
56 - 61, *, post-doctorate, married, *, *, male, *, 136742
56 - 61, *, post-doctorate, married, *, *, male, *, 87325
56 - 61, *, post-doctorate, married, *, *, male, *, 114043
56 - 61, *, post-doctorate, married, *, *, male, *, 113950
56 - 61, *, post-doctorate, married, *, *, male, *, 91915
56 - 61, *, post-doctorate, married, *, *, male, *, 112697
56 - 61, *, post-doctorate, married, *, *, male, *, 113769
56 - 61, *, post-doctorate, married, *, *, male, *, 101889
56 - 61, *, post-doctorate, married, *, *, male, *, 137834
56 - 61, *, post-doctorate, married, *, *, male, *, 64353
56 - 61, *, post-doctorate, married, *, *, male, *, 80362
56 - 61, *, post-doctorate, married, *, *, male, *, 83307
56 - 61, *, post-doctorate, married, *, *, male, *, 114237
56 - 61, *, post-doctorate, married, *, *, male, *, 63164
56 - 61, *, post-doctorate, married, *, *, male, *, 78241
56 - 61, *, post-doctorate, married, *, *, male, *, 103592
56 - 61, *, post-doctorate, married, *, *, male, *, 80967
56 - 61, *, post-doctorate, married, *, *, male, *, 139082
56 - 61, *, post-doctorate, married, *, *, male, *, 98071
56 - 61, *, post-doctorate, married, *, *, male, *, 65213
56 - 61, *, post-doctorate, married, *, *, male, *, 93932
56 - 61, *, post-doctorate, married, *, *, male, *, 97923
56 - 61, *, post-doctorate, married, *, *, male, *, 102574
56 - 61, *, post-doctorate, married, *, *, male, *, 116362
56 - 61, *, post-doctorate, married, *, *, male, *, 103921
56 - 61, *, post-doctorate, married, *, *, male, *, 61082
56 - 61, *, post-doctorate, married, *, *, male, *, 125645
56 - 61, *, post-doctorate, married, *, *, male, *, 133530
56 - 61, *, post-doctorate, married, *, *, male, *, 73038
56 - 61, *, post-doctorate, married, *, *, male, *, 87054
56 - 61, *, post-doctorate, married, *, *, male, *, 104891
56 - 61, *, post-doctorate, married, *, *, male, *, 139732
56 - 61, *, post-doctorate, married, *, *, male, *, 112469
56 - 61, *, post-doctorate, married, *, *, male, *, 80634
56 - 61, *, post-doctorate, married, *, *, male, *, 105338
56 - 61, *, post-doctorate, married, *, *, male, *, 85626
56 - 61, *, post-doctorate, married, *, *, male, *, 132609
56 - 61, *, post-doctorate, married, *, *, male, *, 68107
56 - 61, *, post-doctorate, married, *, *, male, *, 50083
56 - 61, *, post-doctorate, married, *, *, male, *, 79021
56 - 61, *, post-doctorate, married, *, *, male, *, 64666
56 - 61, *, post-doctorate, married, *, *, male, *, 134431
56 - 61, *, post-doctorate, married, *, *, male, *, 90949
56 - 61, *, post-doctorate, married, *, *, male, *, 112822
56 - 61, *, post-doctorate, married, *, *, male, *, 81251
56 - 61, *, post-doctorate, married, *, *, male, *, 134516
56 - 61, *, post-doctorate, married, *, *, male, *, 64100
56 - 61, *, post-doctorate, married, *, *, male, *, 100822
56 - 61, *, post-doctorate, married, *, *, male, *, 87561
56 - 61, *, post-doctorate, married, *, *, male, *, 86778
56 - 61, *, post-doctorate, married, *, *, male, *, 132469
56 - 61, *, post-doctorate, married, *, *, male, *, 117088
56 - 61, *, post-doctorate, married, *, *, male, *, 67179
56 - 61, *, post-doctorate, married, *, *, male, *, 132443
56 - 61, *, post-doctorate, married, *, *, male, *, 137890
56 - 61, *, post-doctorate, married, *, *, male, *, 112149
56 - 61, *, post-doctorate, married, *, *, male, *, 101279
56 - 61, *, post-doctorate, married, *, *, male, *, 84667
56 - 61, *, post-doctorate, married, *, *, male, *, 56358
56 - 61, *, post-doctorate, married, *, *, male, *, 83570
56 - 61, *, post-doctorate, married, *, *, male, *, 100951
56 - 61, *, post-doctorate, married, *, *, male, *, 111235
56 - 61, *, post-doctorate, married, *, *, male, *, 117975
56 - 61, *, post-doctorate, married, *, *, male, *, 73049
56 - 61, *, post-doctorate, married, *, *, male, *, 51389
56 - 61, *, post-doctorate, married, *, *, male, *, 91590
56 - 61, *, post-doctorate, married, *, *, male, *, 54909
56 - 61, *, post-doctorate, married, *, *, male, *, 126391
56 - 61, *, post-doctorate, married, *, *, male, *, 120725
56 - 61, *, post-doctorate, married, *, *, male, *, 52837
56 - 61, *, post-doctorate, married, *, *, male, *, 65960
56 - 61, *, post-doctorate, married, *, *, male, *, 77634
56 - 61, *, post-doctorate, married, *, *, male, *, 121023
56 - 61, *, post-doctorate, married, *, *, male, *, 79752
56 - 61, *, post-doctorate, married, *, *, male, *, 132452
56 - 61, *, post-doctorate, married, *, *, male, *, 66337
56 - 61, *, post-doctorate, married, *, *, male, *, 60620
56 - 61, *, post-doctorate, married, *, *, male, *, 56950
56 - 61, *, post-doctorate, married, *, *, male, *, 126872
56 - 61, *, post-doctorate, married, *, *, male, *, 118412
56 - 61, *, post-doctorate, married, *, *, male, *, 102560
56 - 61, *, post-doctorate, married, *, *, male, *, 122351
56 - 61, *, post-doctorate, married, *, *, male, *, 129893
56 - 61, *, post-doctorate, married, *, *, male, *, 114603
56 - 61, *, post-doctorate, married, *, *, male, *, 98584
56 - 61, *, post-doctorate, married, *, *, male, *, 139690
56 - 61, *, post-doctorate, married, *, *, male, *, 70778
56 - 61, *, post-doctorate, married, *, *, male, *, 89829
56 - 61, *, post-doctorate, married, *, *, male, *, 104461
56 - 61, *, post-doctorate, married, *, *, male, *, 71133
56 - 61, *, post-doctorate, married, *, *, male, *, 115256
56 - 61, *, post-doctorate, married, *, *, male, *, 99346
56 - 61, *, post-doctorate, married, *, *, male, *, 128965
56 - 61, *, post-doctorate, married, *, *, male, *, 56560
56 - 61, *, post-doctorate, married, *, *, male, *, 101458
56 - 61, *, post-doctorate, married, *, *, male, *, 64729
56 - 61, *, post-doctorate, married, *, *, male, *, 92247
56 - 61, *, post-doctorate, married, *, *, male, *, 73911
56 - 61, *, post-doctorate, married, *, *, male, *, 107796
56 - 61, *, post-doctorate, married, *, *, male, *, 94689
56 - 61, *, post-doctorate, married, *, *, male, *, 108566
56 - 61, *, post-doctorate, married, *, *, male, *, 59536
56 - 61, *, post-doctorate, married, *, *, male, *, 83997
56 - 61, *, post-doctorate, married, *, *, male, *, 93401
56 - 61, *, post-doctorate, married, *, *, male, *, 79442
56 - 61, *, post-doctorate, married, *, *, male, *, 74590
56 - 61, *, post-doctorate, married, *, *, male, *, 58568
56 - 61, *, post-doctorate, married, *, *, male, *, 91782
56 - 61, *, post-doctorate, married, *, *, male, *, 60183
56 - 61, *, post-doctorate, married, *, *, male, *, 61052
56 - 61, *, post-doctorate, married, *, *, male, *, 98299
56 - 61, *, post-doctorate, married, *, *, male, *, 60473
56 - 61, *, post-doctorate, married, *, *, male, *, 93191
56 - 61, *, post-doctorate, married, *, *, male, *, 102406
56 - 61, *, post-doctorate, married, *, *, male, *, 60213
56 - 61, *, post-doctorate, married, *, *, male, *, 51655
56 - 61, *, post-doctorate, married, *, *, male, *, 107060
56 - 61, *, post-doctorate, married, *, *, male, *, 130495
56 - 61, *, post-doctorate, married, *, *, male, *, 58213
56 - 61, *, post-doctorate, married, *, *, male, *, 110171
56 - 61, *, post-doctorate, married, *, *, male, *, 115454
56 - 61, *, post-doctorate, married, *, *, male, *, 118502
56 - 61, *, post-doctorate, married, *, *, male, *, 76427
56 - 61, *, post-doctorate, married, *, *, male, *, 58645
62 - 90, *, post-doctorate, married, *, *, male, *, 130187
62 - 90, *, post-doctorate, married, *, *, male, *, 124916
62 - 90, *, post-doctorate, married, *, *, male, *, 135533
62 - 90, *, post-doctorate, married, *, *, male, *, 129533
62 - 90, *, post-doctorate, married, *, *, male, *, 106989
62 - 90, *, post-doctorate, married, *, *, male, *, 105013
62 - 90, *, post-doctorate, married, *, *, male, *, 119707
62 - 90, *, post-doctorate, married, *, *, male, *, 70548
62 - 90, *, post-doctorate, married, *, *, male, *, 107655
62 - 90, *, post-doctorate, married, *, *, male, *, 82883
62 - 90, *, post-doctorate, married, *, *, male, *, 126185
62 - 90, *, post-doctorate, married, *, *, male, *, 86599
62 - 90, *, post-doctorate, married, *, *, male, *, 79135
62 - 90, *, post-doctorate, married, *, *, male, *, 136832
62 - 90, *, post-doctorate, married, *, *, male, *, 131600
62 - 90, *, post-doctorate, married, *, *, male, *, 86822
62 - 90, *, post-doctorate, married, *, *, male, *, 79184
62 - 90, *, post-doctorate, married, *, *, male, *, 71493
62 - 90, *, post-doctorate, married, *, *, male, *, 103453
62 - 90, *, post-doctorate, married, *, *, male, *, 101456
62 - 90, *, post-doctorate, married, *, *, male, *, 89180
62 - 90, *, post-doctorate, married, *, *, male, *, 73705
62 - 90, *, post-doctorate, married, *, *, male, *, 71337
62 - 90, *, post-doctorate, married, *, *, male, *, 67286
62 - 90, *, post-doctorate, married, *, *, male, *, 76177
62 - 90, *, post-doctorate, married, *, *, male, *, 114184
62 - 90, *, post-doctorate, married, *, *, male, *, 100133
62 - 90, *, post-doctorate, married, *, *, male, *, 71545
62 - 90, *, post-doctorate, married, *, *, male, *, 115202
62 - 90, *, post-doctorate, married, *, *, male, *, 65915
62 - 90, *, post-doctorate, married, *, *, male, *, 82673
62 - 90, *, post-doctorate, married, *, *, male, *, 106057
62 - 90, *, post-doctorate, married, *, *, male, *, 132942
62 - 90, *, post-doctorate, married, *, *, male, *, 88481
62 - 90, *, post-doctorate, married, *, *, male, *, 72610
62 - 90, *, post-doctorate, married, *, *, male, *, 106058
62 - 90, *, post-doctorate, married, *, *, male, *, 61785
62 - 90, *, post-doctorate, married, *, *, male, *, 95980
62 - 90, *, post-doctorate, married, *, *, male, *, 96021
62 - 90, *, post-doctorate, married, *, *, male, *, 121958
62 - 90, *, post-doctorate, married, *, *, male, *, 63640
62 - 90, *, post-doctorate, married, *, *, male, *, 59599
62 - 90, *, post-doctorate, married, *, *, male, *, 65111
62 - 90, *, post-doctorate, married, *, *, male, *, 135081
62 - 90, *, post-doctorate, married, *, *, male, *, 61378
62 - 90, *, post-doctorate, married, *, *, male, *, 107048
62 - 90, *, post-doctorate, married, *, *, male, *, 60190
62 - 90, *, post-doctorate, married, *, *, male, *, 60930
62 - 90, *, post-doctorate, married, *, *, male, *, 104351
62 - 90, *, post-doctorate, married, *, *, male, *, 128075
62 - 90, *, post-doctorate, married, *, *, male, *, 69329
62 - 90, *, post-doctorate, married, *, *, male, *, 51051
62 - 90, *, post-doctorate, married, *, *, male, *, 125469
62 - 90, *, post-doctorate, married, *, *, male, *, 138246
62 - 90, *, post-doctorate, married, *, *, male, *, 96588
62 - 90, *, post-doctorate, married, *, *, male, *, 105004
62 - 90, *, post-doctorate, married, *, *, male, *, 115844
62 - 90, *, post-doctorate, married, *, *, male, *, 126841
62 - 90, *, post-doctorate, married, *, *, male, *, 101023
62 - 90, *, post-doctorate, married, *, *, male, *, 52157
62 - 90, *, post-doctorate, married, *, *, male, *, 110736
62 - 90, *, post-doctorate, married, *, *, male, *, 119336
62 - 90, *, post-doctorate, married, *, *, male, *, 62919
62 - 90, *, post-doctorate, married, *, *, male, *, 71795
62 - 90, *, post-doctorate, married, *, *, male, *, 84820
62 - 90, *, post-doctorate, married, *, *, male, *, 57457
62 - 90, *, post-doctorate, married, *, *, male, *, 67581
62 - 90, *, post-doctorate, married, *, *, male, *, 133926
62 - 90, *, post-doctorate, married, *, *, male, *, 55525
62 - 90, *, post-doctorate, married, *, *, male, *, 131610
62 - 90, *, post-doctorate, married, *, *, male, *, 112909
62 - 90, *, post-doctorate, married, *, *, male, *, 75819
62 - 90, *, post-doctorate, married, *, *, male, *, 55278
62 - 90, *, post-doctorate, married, *, *, male, *, 120694
62 - 90, *, post-doctorate, married, *, *, male, *, 131015
62 - 90, *, post-doctorate, married, *, *, male, *, 139936
62 - 90, *, post-doctorate, married, *, *, male, *, 75228
62 - 90, *, post-doctorate, married, *, *, male, *, 135511
62 - 90, *, post-doctorate, married, *, *, male, *, 53245
62 - 90, *, post-doctorate, married, *, *, male, *, 62342
62 - 90, *, post-doctorate, married, *, *, male, *, 128450
62 - 90, *, post-doctorate, married, *, *, male, *, 63654
62 - 90, *, post-doctorate, married, *, *, male, *, 125421
62 - 90, *, post-doctorate, married, *, *, male, *, 116436
62 - 90, *, post-doctorate, married, *, *, male, *, 88516
62 - 90, *, post-doctorate, married, *, *, male, *, 130143
62 - 90, *, post-doctorate, married, *, *, male, *, 85320
62 - 90, *, post-doctorate, married, *, *, male, *, 88948
62 - 90, *, post-doctorate, married, *, *, male, *, 136572
62 - 90, *, post-doctorate, married, *, *, male, *, 125128
62 - 90, *, post-doctorate, married, *, *, male, *, 126080
62 - 90, *, post-doctorate, married, *, *, male, *, 101706
62 - 90, *, post-doctorate, married, *, *, male, *, 112073
62 - 90, *, post-doctorate, married, *, *, male, *, 93388
62 - 90, *, post-doctorate, married, *, *, male, *, 93447
62 - 90, *, post-doctorate, married, *, *, male, *, 83320
62 - 90, *, post-doctorate, married, *, *, male, *, 68301
62 - 90, *, post-doctorate, married, *, *, male, *, 91315
62 - 90, *, post-doctorate, married, *, *, male, *, 105876
62 - 90, *, post-doctorate, married, *, *, male, *, 120584
62 - 90, *, post-doctorate, married, *, *, male, *, 107514
62 - 90, *, post-doctorate, married, *, *, male, *, 117737
62 - 90, *, post-doctorate, married, *, *, male, *, 107992
62 - 90, *, post-doctorate, married, *, *, male, *, 57966
62 - 90, *, post-doctorate, married, *, *, male, *, 58269
62 - 90, *, post-doctorate, married, *, *, male, *, 71984
62 - 90, *, post-doctorate, married, *, *, male, *, 102181
62 - 90, *, post-doctorate, married, *, *, male, *, 133042
62 - 90, *, post-doctorate, married, *, *, male, *, 66488
62 - 90, *, post-doctorate, married, *, *, male, *, 116926
62 - 90, *, post-doctorate, married, *, *, male, *, 92214
62 - 90, *, post-doctorate, married, *, *, male, *, 58710
62 - 90, *, post-doctorate, married, *, *, male, *, 77998
62 - 90, *, post-doctorate, married, *, *, male, *, 58677
62 - 90, *, post-doctorate, married, *, *, male, *, 117801
62 - 90, *, post-doctorate, married, *, *, male, *, 139850
62 - 90, *, post-doctorate, married, *, *, male, *, 115565
62 - 90, *, post-doctorate, married, *, *, male, *, 128216
62 - 90, *, post-doctorate, married, *, *, male, *, 97437
62 - 90, *, post-doctorate, married, *, *, male, *, 62286
62 - 90, *, post-doctorate, married, *, *, male, *, 54632
62 - 90, *, post-doctorate, married, *, *, male, *, 66118
62 - 90, *, post-doctorate, married, *, *, male, *, 75769
62 - 90, *, post-doctorate, married, *, *, male, *, 55021
62 - 90, *, post-doctorate, married, *, *, male, *, 90824
62 - 90, *, post-doctorate, married, *, *, male, *, 98513
62 - 90, *, post-doctorate, married, *, *, male, *, 61957
62 - 90, *, post-doctorate, married, *, *, male, *, 120771
38 - 79, *, post-doctorate, married, *, *, female, *, 129451
38 - 79, *, post-doctorate, married, *, *, female, *, 97152
38 - 79, *, post-doctorate, married, *, *, female, *, 139055
38 - 79, *, post-doctorate, married, *, *, female, *, 123560
38 - 79, *, post-doctorate, married, *, *, female, *, 69338
38 - 79, *, post-doctorate, married, *, *, female, *, 124705
38 - 79, *, post-doctorate, married, *, *, female, *, 114511
38 - 79, *, post-doctorate, married, *, *, female, *, 136563
38 - 79, *, post-doctorate, married, *, *, female, *, 119822
38 - 79, *, post-doctorate, married, *, *, female, *, 114013
38 - 79, *, post-doctorate, married, *, *, female, *, 72552
38 - 79, *, post-doctorate, married, *, *, female, *, 127704
38 - 79, *, post-doctorate, married, *, *, female, *, 66860
38 - 79, *, post-doctorate, married, *, *, female, *, 110422
38 - 79, *, post-doctorate, married, *, *, female, *, 104019
38 - 79, *, post-doctorate, married, *, *, female, *, 50735
38 - 79, *, post-doctorate, married, *, *, female, *, 88940
38 - 79, *, post-doctorate, married, *, *, female, *, 72533
38 - 79, *, post-doctorate, married, *, *, female, *, 121365
38 - 79, *, post-doctorate, married, *, *, female, *, 84009
38 - 79, *, post-doctorate, married, *, *, female, *, 139783
38 - 79, *, post-doctorate, married, *, *, female, *, 125768
38 - 79, *, post-doctorate, married, *, *, female, *, 124821
38 - 79, *, post-doctorate, married, *, *, female, *, 97432
38 - 79, *, post-doctorate, married, *, *, female, *, 85833
38 - 79, *, post-doctorate, married, *, *, female, *, 97539
38 - 79, *, post-doctorate, married, *, *, female, *, 61975
38 - 79, *, post-doctorate, married, *, *, female, *, 50566
38 - 79, *, post-doctorate, married, *, *, female, *, 84902
38 - 79, *, post-doctorate, married, *, *, female, *, 122452
38 - 79, *, post-doctorate, married, *, *, female, *, 110519
38 - 79, *, post-doctorate, married, *, *, female, *, 104891
38 - 79, *, post-doctorate, married, *, *, female, *, 59115
38 - 79, *, post-doctorate, married, *, *, female, *, 57294
38 - 79, *, post-doctorate, married, *, *, female, *, 64996
38 - 79, *, post-doctorate, married, *, *, female, *, 86682
38 - 79, *, post-doctorate, married, *, *, female, *, 74938
38 - 79, *, post-doctorate, married, *, *, female, *, 137633
38 - 79, *, post-doctorate, married, *, *, female, *, 114733
38 - 79, *, post-doctorate, married, *, *, female, *, 99731
38 - 79, *, post-doctorate, married, *, *, female, *, 58931
38 - 79, *, post-doctorate, married, *, *, female, *, 106769
38 - 79, *, post-doctorate, married, *, *, female, *, 63031
38 - 79, *, post-doctorate, married, *, *, female, *, 122369
38 - 79, *, post-doctorate, married, *, *, female, *, 85695
38 - 79, *, post-doctorate, married, *, *, female, *, 131524
38 - 79, *, post-doctorate, married, *, *, female, *, 133534
38 - 79, *, post-doctorate, married, *, *, female, *, 70110
38 - 79, *, post-doctorate, married, *, *, female, *, 82688
38 - 79, *, post-doctorate, married, *, *, female, *, 93365
38 - 79, *, post-doctorate, married, *, *, female, *, 99940
38 - 79, *, post-doctorate, married, *, *, female, *, 82586
38 - 79, *, post-doctorate, married, *, *, female, *, 135877
38 - 79, *, post-doctorate, married, *, *, female, *, 97844
38 - 79, *, post-doctorate, married, *, *, female, *, 137256
38 - 79, *, post-doctorate, married, *, *, female, *, 58370
38 - 79, *, post-doctorate, married, *, *, female, *, 60004
38 - 79, *, post-doctorate, married, *, *, female, *, 87875
38 - 79, *, post-doctorate, married, *, *, female, *, 53259
38 - 79, *, post-doctorate, married, *, *, female, *, 88870
38 - 79, *, post-doctorate, married, *, *, female, *, 121052
38 - 79, *, post-doctorate, married, *, *, female, *, 97017
38 - 79, *, post-doctorate, married, *, *, female, *, 131327
38 - 79, *, post-doctorate, married, *, *, female, *, 122609
38 - 79, *, post-doctorate, married, *, *, female, *, 70530
38 - 79, *, post-doctorate, married, *, *, female, *, 70020
38 - 79, *, post-doctorate, married, *, *, female, *, 79629
38 - 79, *, post-doctorate, married, *, *, female, *, 127100
38 - 79, *, post-doctorate, married, *, *, female, *, 76855
38 - 79, *, post-doctorate, married, *, *, female, *, 81753
38 - 79, *, post-doctorate, married, *, *, female, *, 133026
38 - 79, *, post-doctorate, married, *, *, female, *, 94262
38 - 79, *, post-doctorate, married, *, *, female, *, 82385
38 - 79, *, post-doctorate, married, *, *, female, *, 96228
38 - 79, *, post-doctorate, married, *, *, female, *, 89875
38 - 79, *, post-doctorate, married, *, *, female, *, 118518
38 - 79, *, post-doctorate, married, *, *, female, *, 101246
38 - 79, *, post-doctorate, married, *, *, female, *, 116219
38 - 79, *, post-doctorate, married, *, *, female, *, 125057
38 - 79, *, post-doctorate, married, *, *, female, *, 63998
38 - 79, *, post-doctorate, married, *, *, female, *, 98290
38 - 79, *, post-doctorate, married, *, *, female, *, 113266
38 - 79, *, post-doctorate, married, *, *, female, *, 61095
38 - 79, *, post-doctorate, married, *, *, female, *, 129064
38 - 79, *, post-doctorate, married, *, *, female, *, 65874
38 - 79, *, post-doctorate, married, *, *, female, *, 122888
38 - 79, *, post-doctorate, married, *, *, female, *, 51995
38 - 79, *, post-doctorate, married, *, *, female, *, 128894
38 - 79, *, post-doctorate, married, *, *, female, *, 65249
38 - 79, *, post-doctorate, married, *, *, female, *, 134532
38 - 79, *, post-doctorate, married, *, *, female, *, 120354
38 - 79, *, post-doctorate, married, *, *, female, *, 89370
38 - 79, *, post-doctorate, married, *, *, female, *, 57507
38 - 79, *, post-doctorate, married, *, *, female, *, 128270
38 - 79, *, post-doctorate, married, *, *, female, *, 119303
38 - 79, *, post-doctorate, married, *, *, female, *, 56708
38 - 79, *, post-doctorate, married, *, *, female, *, 84127
38 - 79, *, post-doctorate, married, *, *, female, *, 55311
38 - 79, *, post-doctorate, married, *, *, female, *, 92900
38 - 79, *, post-doctorate, married, *, *, female, *, 128544
38 - 79, *, post-doctorate, married, *, *, female, *, 67394
38 - 79, *, post-doctorate, married, *, *, female, *, 137111
38 - 79, *, post-doctorate, married, *, *, female, *, 61079
38 - 79, *, post-doctorate, married, *, *, female, *, 51958
38 - 79, *, post-doctorate, married, *, *, female, *, 117063
38 - 79, *, post-doctorate, married, *, *, female, *, 113221
38 - 79, *, post-doctorate, married, *, *, female, *, 95287
38 - 79, *, post-doctorate, married, *, *, female, *, 68431
38 - 79, *, post-doctorate, married, *, *, female, *, 123855
38 - 79, *, post-doctorate, married, *, *, female, *, 81773
38 - 79, *, post-doctorate, married, *, *, female, *, 79961
38 - 79, *, post-doctorate, married, *, *, female, *, 78674
38 - 79, *, post-doctorate, married, *, *, female, *, 79902
38 - 79, *, post-doctorate, married, *, *, female, *, 53229
38 - 79, *, post-doctorate, married, *, *, female, *, 80851
38 - 79, *, post-doctorate, married, *, *, female, *, 93443
38 - 79, *, post-doctorate, married, *, *, female, *, 90606
38 - 79, *, post-doctorate, married, *, *, female, *, 100812
38 - 79, *, post-doctorate, married, *, *, female, *, 79400
38 - 79, *, post-doctorate, married, *, *, female, *, 98321
38 - 79, *, post-doctorate, married, *, *, female, *, 72730
38 - 79, *, post-doctorate, married, *, *, female, *, 136996
38 - 79, *, post-doctorate, married, *, *, female, *, 124921
38 - 79, *, post-doctorate, married, *, *, female, *, 54650
38 - 79, *, post-doctorate, married, *, *, female, *, 101150
38 - 79, *, post-doctorate, married, *, *, female, *, 107070
38 - 79, *, post-doctorate, married, *, *, female, *, 87447
38 - 79, *, post-doctorate, married, *, *, female, *, 85146
38 - 79, *, post-doctorate, married, *, *, female, *, 113365
38 - 79, *, post-doctorate, married, *, *, female, *, 67489
38 - 79, *, post-doctorate, married, *, *, female, *, 125502
38 - 79, *, post-doctorate, married, *, *, female, *, 85698
38 - 79, *, post-doctorate, married, *, *, female, *, 70328
38 - 79, *, post-doctorate, married, *, *, female, *, 69677
38 - 79, *, post-doctorate, married, *, *, female, *, 98413
38 - 79, *, post-doctorate, married, *, *, female, *, 117313
38 - 79, *, post-doctorate, married, *, *, female, *, 122887
38 - 79, *, post-doctorate, married, *, *, female, *, 123138
38 - 79, *, post-doctorate, married, *, *, female, *, 78099
38 - 45, *, post-doctorate, not-married, *, *, male, *, 138441
38 - 45, *, post-doctorate, not-married, *, *, male, *, 98633
38 - 45, *, post-doctorate, not-married, *, *, male, *, 72939
38 - 45, *, post-doctorate, not-married, *, *, male, *, 65695
38 - 45, *, post-doctorate, not-married, *, *, male, *, 70264
38 - 45, *, post-doctorate, not-married, *, *, male, *, 67983
38 - 45, *, post-doctorate, not-married, *, *, male, *, 75886
38 - 45, *, post-doctorate, not-married, *, *, male, *, 94764
38 - 45, *, post-doctorate, not-married, *, *, male, *, 128150
38 - 45, *, post-doctorate, not-married, *, *, male, *, 120927
38 - 45, *, post-doctorate, not-married, *, *, male, *, 80737
38 - 45, *, post-doctorate, not-married, *, *, male, *, 135503
38 - 45, *, post-doctorate, not-married, *, *, male, *, 75751
38 - 45, *, post-doctorate, not-married, *, *, male, *, 59756
38 - 45, *, post-doctorate, not-married, *, *, male, *, 75146
38 - 45, *, post-doctorate, not-married, *, *, male, *, 130843
38 - 45, *, post-doctorate, not-married, *, *, male, *, 80972
38 - 45, *, post-doctorate, not-married, *, *, male, *, 103355
38 - 45, *, post-doctorate, not-married, *, *, male, *, 75766
38 - 45, *, post-doctorate, not-married, *, *, male, *, 69148
38 - 45, *, post-doctorate, not-married, *, *, male, *, 118015
38 - 45, *, post-doctorate, not-married, *, *, male, *, 68635
38 - 45, *, post-doctorate, not-married, *, *, male, *, 82257
38 - 45, *, post-doctorate, not-married, *, *, male, *, 123892
38 - 45, *, post-doctorate, not-married, *, *, male, *, 120274
38 - 45, *, post-doctorate, not-married, *, *, male, *, 73374
38 - 45, *, post-doctorate, not-married, *, *, male, *, 96914
38 - 45, *, post-doctorate, not-married, *, *, male, *, 76347
38 - 45, *, post-doctorate, not-married, *, *, male, *, 86290
38 - 45, *, post-doctorate, not-married, *, *, male, *, 62226
38 - 45, *, post-doctorate, not-married, *, *, male, *, 128601
38 - 45, *, post-doctorate, not-married, *, *, male, *, 109874
38 - 45, *, post-doctorate, not-married, *, *, male, *, 129320
38 - 45, *, post-doctorate, not-married, *, *, male, *, 135706
38 - 45, *, post-doctorate, not-married, *, *, male, *, 94516
38 - 45, *, post-doctorate, not-married, *, *, male, *, 79092
38 - 45, *, post-doctorate, not-married, *, *, male, *, 130746
38 - 45, *, post-doctorate, not-married, *, *, male, *, 125579
38 - 45, *, post-doctorate, not-married, *, *, male, *, 72334
38 - 45, *, post-doctorate, not-married, *, *, male, *, 109007
38 - 45, *, post-doctorate, not-married, *, *, male, *, 57998
38 - 45, *, post-doctorate, not-married, *, *, male, *, 100344
38 - 45, *, post-doctorate, not-married, *, *, male, *, 133300
38 - 45, *, post-doctorate, not-married, *, *, male, *, 133832
38 - 45, *, post-doctorate, not-married, *, *, male, *, 124126
38 - 45, *, post-doctorate, not-married, *, *, male, *, 64125
38 - 45, *, post-doctorate, not-married, *, *, male, *, 71897
38 - 45, *, post-doctorate, not-married, *, *, male, *, 65374
38 - 45, *, post-doctorate, not-married, *, *, male, *, 75328
38 - 45, *, post-doctorate, not-married, *, *, male, *, 112767
38 - 45, *, post-doctorate, not-married, *, *, male, *, 125594
38 - 45, *, post-doctorate, not-married, *, *, male, *, 127055
38 - 45, *, post-doctorate, not-married, *, *, male, *, 52834
38 - 45, *, post-doctorate, not-married, *, *, male, *, 75002
38 - 45, *, post-doctorate, not-married, *, *, male, *, 139510
38 - 45, *, post-doctorate, not-married, *, *, male, *, 76047
38 - 45, *, post-doctorate, not-married, *, *, male, *, 79343
38 - 45, *, post-doctorate, not-married, *, *, male, *, 78397
38 - 45, *, post-doctorate, not-married, *, *, male, *, 98500
38 - 45, *, post-doctorate, not-married, *, *, male, *, 136840
38 - 45, *, post-doctorate, not-married, *, *, male, *, 98626
38 - 45, *, post-doctorate, not-married, *, *, male, *, 93411
38 - 45, *, post-doctorate, not-married, *, *, male, *, 101873
38 - 45, *, post-doctorate, not-married, *, *, male, *, 68315
38 - 45, *, post-doctorate, not-married, *, *, male, *, 125006
38 - 45, *, post-doctorate, not-married, *, *, male, *, 67197
38 - 45, *, post-doctorate, not-married, *, *, male, *, 117059
38 - 45, *, post-doctorate, not-married, *, *, male, *, 126792
38 - 45, *, post-doctorate, not-married, *, *, male, *, 125921
38 - 45, *, post-doctorate, not-married, *, *, male, *, 106681
38 - 45, *, post-doctorate, not-married, *, *, male, *, 87237
38 - 45, *, post-doctorate, not-married, *, *, male, *, 130664
38 - 45, *, post-doctorate, not-married, *, *, male, *, 121397
38 - 45, *, post-doctorate, not-married, *, *, male, *, 58353
38 - 45, *, post-doctorate, not-married, *, *, male, *, 117486
38 - 45, *, post-doctorate, not-married, *, *, male, *, 117704
38 - 45, *, post-doctorate, not-married, *, *, male, *, 83186
38 - 45, *, post-doctorate, not-married, *, *, male, *, 71822
38 - 45, *, post-doctorate, not-married, *, *, male, *, 74684
