27 - 37, federal-gov, *, married, skilled, *, male, united-states, 83312
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 60596
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 91202
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 81925
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 45096
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 80077
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 58584
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 74218
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 44326
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 70561
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 58018
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 97430
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 49286
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 74236
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 45349
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 50706
61 - 62, non-government, some-college, married-civ-spouse, customer-service, white, male, united-states, 89505
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 76814
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 71519
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 55468
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 43001
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 91971
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 45138
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 67364
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 92107
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 35050
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 70849
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 91423
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 42030
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 52580
63 - 67, private, hs-grad, married-civ-spouse, customer-service, white, male, *, 59473
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 52335
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 98619
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 45632
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 81936
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 93264
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 52868
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 79756
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 55246
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 87966
63 - 67, private, some-college, married-civ-spouse, customer-service, white, male, united-states, 67338
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 52724
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 79971
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 56913
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 51021
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 56940
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 71264
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 74338
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 48215
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 47035
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 44355
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 61065
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 37104
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 68613
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 52541
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 78229
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 67646
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 53021
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 71644
68 - 81, private, pre-university, married-civ-spouse, customer-service, white, male, united-states, 45980
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 56354
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 75214
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 92214
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 62749
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 91109
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 69698
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 81603
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 99237
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 71586
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 87854
65 - 84, self-emp-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 38983
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 59485
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 45171
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 42408
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 38980
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 95493
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 43936
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 58030
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 77041
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 59877
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 89363
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 53568
64 - 69, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 80589
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 95952
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 54706
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 52252
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 86048
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 79417
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 80886
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 86120
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 78744
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 65981
70 - 77, self-emp-not-inc, pre-university, married-civ-spouse, customer-service, white, male, united-states, 76300
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 80999
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 91905
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 44157
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 40420
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 38614
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 92403
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 75878
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 74582
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 90046
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 86468
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 74675
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 38890
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 49391
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 92955
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 66787
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 59396
38 - 46, government, hs-grad, married, adm-clerical, *, female, united-states, 76481
38 - 46, government, some-college, married, customer-service, *, female, united-states, 68687
38 - 46, government, some-college, married, customer-service, *, female, united-states, 62314
38 - 46, government, some-college, married, customer-service, *, female, united-states, 49645
38 - 46, government, some-college, married, customer-service, *, female, united-states, 74100
38 - 46, government, some-college, married, customer-service, *, female, united-states, 58014
38 - 46, government, some-college, married, customer-service, *, female, united-states, 86551
38 - 46, government, some-college, married, customer-service, *, female, united-states, 62998
38 - 46, government, some-college, married, customer-service, *, female, united-states, 96697
38 - 46, government, some-college, married, customer-service, *, female, united-states, 45155
38 - 46, government, some-college, married, customer-service, *, female, united-states, 76355
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 79547
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 85372
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 52668
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 36854
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 78143
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 52571
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 68070
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 56638
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 59461
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 64711
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 38486
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 71152
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 64959
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 93435
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 66398
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 69716
38 - 40, private, hs-grad, married, adm-clerical, *, female, united-states, 87496
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 51119
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 59755
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 63738
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 59829
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 89610
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 42918
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 79829
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 52857
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 62333
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 54729
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 92489
41 - 42, private, hs-grad, married, adm-clerical, *, female, *, 73172
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 88412
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 75768
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 85612
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 61263
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 86397
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 70757
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 65366
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 53206
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 89111
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 72835
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 82511
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 45388
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 84106
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 52541
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 79886
38 - 42, non-government, hs-grad, married, sales, *, female, north-america, 65807
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 87053
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 82461
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 47589
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 42666
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 59922
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 94244
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 44340
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 38955
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 82192
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 37540
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 79908
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 88136
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 73960
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 86186
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 67551
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 85078
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 45750
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 82695
43 - 44, non-government, hs-grad, married, customer-service, *, female, *, 65979
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 39998
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 35314
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 48131
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 70427
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 63248
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 93328
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 40529
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 75880
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 41952
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 74452
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 59653
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 84359
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 48707
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 83821
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 42961
45 - 46, non-government, hs-grad, married, customer-service, white, female, united-states, 72700
38 - 40, private, some-college, married, customer-service, *, female, *, 80021
38 - 40, private, some-college, married, customer-service, *, female, *, 59823
38 - 40, private, some-college, married, customer-service, *, female, *, 87582
38 - 40, private, some-college, married, customer-service, *, female, *, 67347
38 - 40, private, some-college, married, customer-service, *, female, *, 76116
38 - 40, private, some-college, married, customer-service, *, female, *, 73424
38 - 40, private, some-college, married, customer-service, *, female, *, 51383
38 - 40, private, some-college, married, customer-service, *, female, *, 77530
38 - 40, private, some-college, married, customer-service, *, female, *, 45910
38 - 40, private, some-college, married, customer-service, *, female, *, 55235
38 - 40, private, some-college, married, customer-service, *, female, *, 61821
38 - 40, private, some-college, married, customer-service, *, female, *, 53101
38 - 40, private, some-college, married, customer-service, *, female, *, 91868
38 - 40, private, some-college, married, customer-service, *, female, *, 95519
38 - 40, private, some-college, married, customer-service, *, female, *, 71297
38 - 40, private, some-college, married, customer-service, *, female, *, 55839
38 - 40, private, some-college, married, customer-service, *, female, *, 82718
38 - 40, private, some-college, married, customer-service, *, female, *, 88150
38 - 40, private, some-college, married, customer-service, *, female, *, 67205
38 - 40, private, some-college, married, customer-service, *, female, *, 87026
38 - 40, private, some-college, married, customer-service, *, female, *, 59359
38 - 40, private, some-college, married, customer-service, *, female, *, 55549
41, private, some-college, married, customer-service, *, female, *, 87330
41, private, some-college, married, customer-service, *, female, *, 99567
41, private, some-college, married, customer-service, *, female, *, 81438
41, private, some-college, married, customer-service, *, female, *, 59715
41, private, some-college, married, customer-service, *, female, *, 55112
41, private, some-college, married, customer-service, *, female, *, 70127
41, private, some-college, married, customer-service, *, female, *, 88908
42 - 44, private, some-college, married, customer-service, *, female, north-america, 58573
42 - 44, private, some-college, married, customer-service, *, female, north-america, 80756
42 - 44, private, some-college, married, customer-service, *, female, north-america, 75787
42 - 44, private, some-college, married, customer-service, *, female, north-america, 47044
42 - 44, private, some-college, married, customer-service, *, female, north-america, 80482
42 - 44, private, some-college, married, customer-service, *, female, north-america, 51673
42 - 44, private, some-college, married, customer-service, *, female, north-america, 68220
42 - 44, private, some-college, married, customer-service, *, female, north-america, 76568
42 - 44, private, some-college, married, customer-service, *, female, north-america, 74450
42 - 44, private, some-college, married, customer-service, *, female, north-america, 97134
42 - 44, private, some-college, married, customer-service, *, female, north-america, 56878
42 - 44, private, some-college, married, customer-service, *, female, north-america, 41098
42 - 44, private, some-college, married, customer-service, *, female, north-america, 46837
42 - 44, private, some-college, married, customer-service, *, female, north-america, 95928
42 - 44, private, some-college, married, customer-service, *, female, north-america, 79355
42 - 44, private, some-college, married, customer-service, *, female, north-america, 85774
42 - 44, private, some-college, married, customer-service, *, female, north-america, 97781
45 - 46, private, some-college, married, customer-service, *, female, north-america, 58516
45 - 46, private, some-college, married, customer-service, *, female, north-america, 95665
45 - 46, private, some-college, married, customer-service, *, female, north-america, 73111
45 - 46, private, some-college, married, customer-service, *, female, north-america, 78821
45 - 46, private, some-college, married, customer-service, *, female, north-america, 65488
45 - 46, private, some-college, married, customer-service, *, female, north-america, 74190
45 - 46, private, some-college, married, customer-service, *, female, north-america, 82172
45 - 46, private, some-college, married, customer-service, *, female, north-america, 74903
45 - 46, private, some-college, married, customer-service, *, female, north-america, 90827
47, *, hs-grad, married, customer-service, *, female, *, 73295
47, *, hs-grad, married, customer-service, *, female, *, 75787
47, *, hs-grad, married, customer-service, *, female, *, 36920
47, *, hs-grad, married, customer-service, *, female, *, 71386
47, *, hs-grad, married, customer-service, *, female, *, 83357
47, *, hs-grad, married, customer-service, *, female, *, 61813
47, *, hs-grad, married, customer-service, *, female, *, 41856
47, *, hs-grad, married, customer-service, *, female, *, 36718
47, *, hs-grad, married, customer-service, *, female, *, 66854
47, *, hs-grad, married, customer-service, *, female, *, 78481
47, *, hs-grad, married, customer-service, *, female, *, 65797
47, *, hs-grad, married, customer-service, *, female, *, 69893
48, *, hs-grad, married, customer-service, *, female, *, 49973
48, *, hs-grad, married, customer-service, *, female, *, 74285
48, *, hs-grad, married, customer-service, *, female, *, 57389
48, *, hs-grad, married, customer-service, *, female, *, 67447
48, *, hs-grad, married, customer-service, *, female, *, 93631
48, *, hs-grad, married, customer-service, *, female, *, 38296
48, *, hs-grad, married, customer-service, *, female, *, 37745
48, *, hs-grad, married, customer-service, *, female, *, 47500
49 - 50, *, hs-grad, married, customer-service, *, female, *, 49506
49 - 50, *, hs-grad, married, customer-service, *, female, *, 35199
49 - 50, *, hs-grad, married, customer-service, *, female, *, 43497
49 - 50, *, hs-grad, married, customer-service, *, female, *, 76605
49 - 50, *, hs-grad, married, customer-service, *, female, *, 83319
49 - 50, *, hs-grad, married, customer-service, *, female, *, 62741
49 - 50, *, hs-grad, married, customer-service, *, female, *, 51526
49 - 50, *, hs-grad, married, customer-service, *, female, *, 38923
49 - 50, *, hs-grad, married, customer-service, *, female, *, 89734
51, *, hs-grad, married, customer-service, *, female, united-states, 55728
51, *, hs-grad, married, customer-service, *, female, united-states, 86056
51, *, hs-grad, married, customer-service, *, female, united-states, 87937
51, *, hs-grad, married, customer-service, *, female, united-states, 89744
51, *, hs-grad, married, customer-service, *, female, united-states, 44093
51, *, hs-grad, married, customer-service, *, female, united-states, 52009
51, *, hs-grad, married, customer-service, *, female, united-states, 46210
51, *, hs-grad, married, customer-service, *, female, united-states, 94418
51, *, hs-grad, married, customer-service, *, female, united-states, 92398
51, *, hs-grad, married, customer-service, *, female, united-states, 77061
51, *, hs-grad, married, customer-service, *, female, united-states, 79084
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 70257
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 37112
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 75762
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 72180
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 57333
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 59942
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 68633
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 63062
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 56997
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 71707
52 - 53, *, hs-grad, married, customer-service, *, female, united-states, 45126
47 - 49, *, some-college, married, customer-service, *, female, *, 42171
47 - 49, *, some-college, married, customer-service, *, female, *, 56503
47 - 49, *, some-college, married, customer-service, *, female, *, 98961
47 - 49, *, some-college, married, customer-service, *, female, *, 57489
47 - 49, *, some-college, married, customer-service, *, female, *, 42167
47 - 49, *, some-college, married, customer-service, *, female, *, 52373
47 - 49, *, some-college, married, customer-service, *, female, *, 46423
47 - 49, *, some-college, married, customer-service, *, female, *, 92934
47 - 49, *, some-college, married, customer-service, *, female, *, 94611
47 - 49, *, some-college, married, customer-service, *, female, *, 65654
47 - 49, *, some-college, married, customer-service, *, female, *, 50675
47 - 49, *, some-college, married, customer-service, *, female, *, 44461
47 - 49, *, some-college, married, customer-service, *, female, *, 46271
47 - 49, *, some-college, married, customer-service, *, female, *, 70151
47 - 49, *, some-college, married, customer-service, *, female, *, 48626
50 - 53, *, some-college, married, customer-service, *, female, north-america, 80708
50 - 53, *, some-college, married, customer-service, *, female, north-america, 80495
50 - 53, *, some-college, married, customer-service, *, female, north-america, 46912
50 - 53, *, some-college, married, customer-service, *, female, north-america, 67591
50 - 53, *, some-college, married, customer-service, *, female, north-america, 87006
50 - 53, *, some-college, married, customer-service, *, female, north-america, 76414
50 - 53, *, some-college, married, customer-service, *, female, north-america, 95006
50 - 53, *, some-college, married, customer-service, *, female, north-america, 56234
50 - 53, *, some-college, married, customer-service, *, female, north-america, 57016
50 - 53, *, some-college, married, customer-service, *, female, north-america, 82188
50 - 53, *, some-college, married, customer-service, *, female, north-america, 62352
50 - 53, *, some-college, married, customer-service, *, female, north-america, 52086
50 - 53, *, some-college, married, customer-service, *, female, north-america, 98535
50 - 53, *, some-college, married, customer-service, *, female, north-america, 42112
50 - 53, *, some-college, married, customer-service, *, female, north-america, 76384
50 - 53, *, some-college, married, customer-service, *, female, north-america, 73823
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 48509
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 88042
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 83375
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 47872
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 55879
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 75767
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 97899
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 72391
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 48605
54 - 59, government, pre-university, married, customer-service, *, female, united-states, 79290
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 65946
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 78915
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 89169
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 88023
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 55324
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 93950
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 91308
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 47980
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 82856
54 - 59, non-government, hs-grad, married, adm-clerical, white, female, north-america, 63122
54 - 59, non-government, hs-grad, married, sales, *, female, *, 65007
54 - 59, non-government, hs-grad, married, sales, *, female, *, 94649
54 - 59, non-government, hs-grad, married, sales, *, female, *, 58243
54 - 59, non-government, hs-grad, married, sales, *, female, *, 89947
54 - 59, non-government, hs-grad, married, sales, *, female, *, 59555
54 - 59, non-government, hs-grad, married, sales, *, female, *, 72972
54 - 59, non-government, hs-grad, married, sales, *, female, *, 64745
54 - 59, non-government, hs-grad, married, sales, *, female, *, 36638
54 - 59, non-government, hs-grad, married, sales, *, female, *, 91035
54 - 59, non-government, hs-grad, married, sales, *, female, *, 53829
54 - 59, non-government, hs-grad, married, sales, *, female, *, 94566
54 - 59, non-government, hs-grad, married, sales, *, female, *, 59689
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 56066
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 54365
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 64683
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 92302
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 40267
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 91728
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 80010
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 57122
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 42025
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 84378
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 86642
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 68280
54 - 59, non-government, some-college, married, customer-service, *, female, north-america, 54815
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 35838
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 40047
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 53951
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 59364
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 67401
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 95885
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 80588
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 37252
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 97278
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 59567
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 53443
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 84974
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 62692
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 52858
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 74232
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 56000
60 - 62, *, pre-university, married, customer-service, *, female, united-states, 59391
63 - 90, *, pre-university, married, customer-service, white, female, *, 48878
63 - 90, *, pre-university, married, customer-service, white, female, *, 47470
63 - 90, *, pre-university, married, customer-service, white, female, *, 67669
63 - 90, *, pre-university, married, customer-service, white, female, *, 60993
63 - 90, *, pre-university, married, customer-service, white, female, *, 90293
63 - 90, *, pre-university, married, customer-service, white, female, *, 47802
63 - 90, *, pre-university, married, customer-service, white, female, *, 76320
63 - 90, *, pre-university, married, customer-service, white, female, *, 47726
63 - 90, *, pre-university, married, customer-service, white, female, *, 79309
63 - 90, *, pre-university, married, customer-service, white, female, *, 92350
63 - 90, *, pre-university, married, customer-service, white, female, *, 47528
63 - 90, *, pre-university, married, customer-service, white, female, *, 52166
63 - 90, *, pre-university, married, customer-service, white, female, *, 42135
63 - 90, *, pre-university, married, customer-service, white, female, *, 49698
