17 - 25, *, *, married, *, *, male, *, 76623
47 - 54, *, *, not-married, *, *, male, *, 42241
47 - 54, *, *, not-married, *, *, male, *, 42248
47 - 54, *, *, not-married, *, *, male, *, 47030
47 - 54, *, *, not-married, *, *, male, *, 81649
47 - 54, *, *, not-married, *, *, male, *, 53139
47 - 54, *, *, not-married, *, *, male, *, 78141
47 - 54, *, *, not-married, *, *, male, *, 117865
47 - 54, *, *, not-married, *, *, male, *, 82805
47 - 54, *, *, not-married, *, *, male, *, 78250
47 - 54, *, *, not-married, *, *, male, *, 56925
47 - 54, *, *, not-married, *, *, male, *, 68921
47 - 54, *, *, not-married, *, *, male, *, 38779
47 - 54, *, *, not-married, *, *, male, *, 87692
47 - 54, *, *, not-married, *, *, male, *, 35519
47 - 54, *, *, not-married, *, *, male, *, 50212
47 - 54, *, *, not-married, *, *, male, *, 52843
47 - 54, *, *, not-married, *, *, male, *, 82863
47 - 54, *, *, not-married, *, *, male, *, 47681
47 - 54, *, *, not-married, *, *, male, *, 94178
47 - 54, *, *, not-married, *, *, male, *, 46857
55 - 90, *, *, not-married, *, *, male, *, 70312
55 - 90, *, *, not-married, *, *, male, *, 20593
55 - 90, *, *, not-married, *, *, male, *, 40620
55 - 90, *, *, not-married, *, *, male, *, 82855
55 - 90, *, *, not-married, *, *, male, *, 43122
55 - 90, *, *, not-married, *, *, male, *, 111941
55 - 90, *, *, not-married, *, *, male, *, 77661
55 - 90, *, *, not-married, *, *, male, *, 40651
55 - 90, *, *, not-married, *, *, male, *, 89424
55 - 90, *, *, not-married, *, *, male, *, 74697
55 - 90, *, *, not-married, *, *, male, *, 62979
55 - 90, *, *, not-married, *, *, male, *, 10282
55 - 90, *, *, not-married, *, *, male, *, 5226
55 - 90, *, *, not-married, *, *, male, *, 6311
55 - 90, *, *, not-married, *, *, male, *, 39557
55 - 90, *, *, not-married, *, *, male, *, 99774
55 - 90, *, *, not-married, *, *, male, *, 92960
55 - 90, *, *, not-married, *, *, male, *, 69822
55 - 90, *, *, not-married, *, *, male, *, 53156
55 - 90, *, *, not-married, *, *, male, *, 72884
55 - 90, *, *, not-married, *, *, male, *, 60820
55 - 90, *, *, not-married, *, *, male, *, 56667
55 - 90, *, *, not-married, *, *, male, *, 35722
55 - 90, *, *, not-married, *, *, male, *, 9024
55 - 90, *, *, not-married, *, *, male, *, 112904
55 - 90, *, *, not-married, *, *, male, *, 63056
55 - 90, *, *, not-married, *, *, male, *, 78220
55 - 90, *, *, not-married, *, *, male, *, 11497
55 - 90, *, *, not-married, *, *, male, *, 62246
55 - 90, *, *, not-married, *, *, male, *, 76632
55 - 90, *, *, not-married, *, *, male, *, 100179
55 - 90, *, *, not-married, *, *, male, *, 12154
55 - 90, *, *, not-married, *, *, male, *, 48800
55 - 90, *, *, not-married, *, *, male, *, 17584
55 - 90, *, *, not-married, *, *, male, *, 39509
55 - 90, *, *, not-married, *, *, male, *, 18387
55 - 90, *, *, not-married, *, *, male, *, 94571
55 - 90, *, *, not-married, *, *, male, *, 65527
55 - 90, *, *, not-married, *, *, male, *, 73897
55 - 90, *, *, not-married, *, *, male, *, 13731
55 - 90, *, *, not-married, *, *, male, *, 77067
55 - 90, *, *, not-married, *, *, male, *, 38397
55 - 90, *, *, not-married, *, *, male, *, 56542
55 - 90, *, *, not-married, *, *, male, *, 42709
55 - 90, *, *, not-married, *, *, male, *, 69196
55 - 90, *, *, not-married, *, *, male, *, 102944
55 - 90, *, *, not-married, *, *, male, *, 61046
55 - 90, *, *, not-married, *, *, male, *, 18672
55 - 90, *, *, not-married, *, *, male, *, 36358
55 - 90, *, *, not-married, *, *, male, *, 50037
55 - 90, *, *, not-married, *, *, male, *, 79926
55 - 90, *, *, not-married, *, *, male, *, 58903
55 - 90, *, *, not-married, *, *, male, *, 52405
55 - 90, *, *, not-married, *, *, male, *, 73749
55 - 90, *, *, not-married, *, *, male, *, 62213
55 - 90, *, *, not-married, *, *, male, *, 76463
55 - 90, *, *, not-married, *, *, male, *, 83768
55 - 90, *, *, not-married, *, *, male, *, 12295
55 - 90, *, *, not-married, *, *, male, *, 58064
55 - 90, *, *, not-married, *, *, male, *, 128530
55 - 90, *, *, not-married, *, *, male, *, 40557
55 - 90, *, *, not-married, *, *, male, *, 29285
55 - 90, *, *, not-married, *, *, male, *, 68270
55 - 90, *, *, not-married, *, *, male, *, 116023
55 - 90, *, *, not-married, *, *, male, *, 18694
55 - 90, *, *, not-married, *, *, male, *, 29661
55 - 90, *, *, not-married, *, *, male, *, 36618
55 - 90, *, *, not-married, *, *, male, *, 88170
55 - 90, *, *, not-married, *, *, male, *, 116387
55 - 90, *, *, not-married, *, *, male, *, 53983
55 - 90, *, *, not-married, *, *, male, *, 30707
55 - 90, *, *, not-married, *, *, male, *, 65805
55 - 90, *, *, not-married, *, *, male, *, 15694
55 - 90, *, *, not-married, *, *, male, *, 67069
55 - 90, *, *, not-married, *, *, male, *, 84549
55 - 90, *, *, not-married, *, *, male, *, 66518
55 - 90, *, *, not-married, *, *, male, *, 19561
55 - 90, *, *, not-married, *, *, male, *, 133541
55 - 90, *, *, not-married, *, *, male, *, 61136
55 - 90, *, *, not-married, *, *, male, *, 76107
55 - 90, *, *, not-married, *, *, male, *, 36581
55 - 90, *, *, not-married, *, *, male, *, 119187
55 - 90, *, *, not-married, *, *, male, *, 53556
55 - 90, *, *, not-married, *, *, male, *, 37820
55 - 90, *, *, not-married, *, *, male, *, 48681
55 - 90, *, *, not-married, *, *, male, *, 56292
55 - 90, *, *, not-married, *, *, male, *, 91775
55 - 90, *, *, not-married, *, *, male, *, 51616
55 - 90, *, *, not-married, *, *, male, *, 61147
55 - 90, *, *, not-married, *, *, male, *, 77288
55 - 90, *, *, not-married, *, *, male, *, 71537
55 - 90, *, *, not-married, *, *, male, *, 69126
55 - 90, *, *, not-married, *, *, male, *, 48774
55 - 90, *, *, not-married, *, *, male, *, 68136
55 - 90, *, *, not-married, *, *, male, *, 38951
55 - 90, *, *, not-married, *, *, male, *, 44647
55 - 90, *, *, not-married, *, *, male, *, 87777
55 - 90, *, *, not-married, *, *, male, *, 111977
55 - 90, *, *, not-married, *, *, male, *, 58847
55 - 90, *, *, not-married, *, *, male, *, 69148
55 - 90, *, *, not-married, *, *, male, *, 111940
55 - 90, *, *, not-married, *, *, male, *, 82985
55 - 90, *, *, not-married, *, *, male, *, 83689
55 - 90, *, *, not-married, *, *, male, *, 53416
55 - 90, *, *, not-married, *, *, male, *, 59924
55 - 90, *, *, not-married, *, *, male, *, 90604
55 - 90, *, *, not-married, *, *, male, *, 90193
55 - 90, *, *, not-married, *, *, male, *, 33679
55 - 90, *, *, not-married, *, *, male, *, 56080
55 - 90, *, *, not-married, *, *, male, *, 92216
55 - 90, *, *, not-married, *, *, male, *, 54798
55 - 90, *, *, not-married, *, *, male, *, 71533
55 - 90, *, *, not-married, *, *, male, *, 44777
55 - 90, *, *, not-married, *, *, male, *, 71302
55 - 90, *, *, not-married, *, *, male, *, 74686
55 - 90, *, *, not-married, *, *, male, *, 38340
55 - 90, *, *, not-married, *, *, male, *, 112614
55 - 90, *, *, not-married, *, *, male, *, 88857
55 - 90, *, *, not-married, *, *, male, *, 48871
55 - 90, *, *, not-married, *, *, male, *, 75621
55 - 90, *, *, not-married, *, *, male, *, 62433
55 - 90, *, *, not-married, *, *, male, *, 83099
55 - 90, *, *, not-married, *, *, male, *, 54251
55 - 90, *, *, not-married, *, *, male, *, 48619
55 - 90, *, *, not-married, *, *, male, *, 58966
55 - 90, *, *, not-married, *, *, male, *, 69084
55 - 90, *, *, not-married, *, *, male, *, 8800
55 - 90, *, *, not-married, *, *, male, *, 65238
55 - 90, *, *, not-married, *, *, male, *, 91902
55 - 90, *, *, not-married, *, *, male, *, 68752
55 - 90, *, *, not-married, *, *, male, *, 78983
55 - 90, *, *, not-married, *, *, male, *, 49295
55 - 90, *, *, not-married, *, *, male, *, 63972
55 - 90, *, *, not-married, *, *, male, *, 42002
55 - 90, *, *, not-married, *, *, male, *, 57717
55 - 90, *, *, not-married, *, *, male, *, 89103
55 - 90, *, *, not-married, *, *, male, *, 57765
55 - 90, *, *, not-married, *, *, male, *, 55278
55 - 90, *, *, not-married, *, *, male, *, 94581
55 - 90, *, *, not-married, *, *, male, *, 66080
55 - 90, *, *, not-married, *, *, male, *, 92289
55 - 90, *, *, not-married, *, *, male, *, 14277
55 - 90, *, *, not-married, *, *, male, *, 46203
55 - 90, *, *, not-married, *, *, male, *, 41091
55 - 90, *, *, not-married, *, *, male, *, 98116
55 - 90, *, *, not-married, *, *, male, *, 52664
55 - 90, *, *, not-married, *, *, male, *, 26377
55 - 90, *, *, not-married, *, *, male, *, 49147
55 - 90, *, *, not-married, *, *, male, *, 65204
55 - 90, *, *, not-married, *, *, male, *, 87484
55 - 90, *, *, not-married, *, *, male, *, 50920
55 - 90, *, *, not-married, *, *, male, *, 50619
55 - 90, *, *, not-married, *, *, male, *, 61171
55 - 90, *, *, not-married, *, *, male, *, 74902
55 - 90, *, *, not-married, *, *, male, *, 48564
55 - 90, *, *, not-married, *, *, male, *, 75592
55 - 90, *, *, not-married, *, *, male, *, 92859
55 - 90, *, *, not-married, *, *, male, *, 81517
55 - 90, *, *, not-married, *, *, male, *, 88176
55 - 90, *, *, not-married, *, *, male, *, 106305
55 - 90, *, *, not-married, *, *, male, *, 87461
55 - 90, *, *, not-married, *, *, male, *, 46785
55 - 90, *, *, not-married, *, *, male, *, 63563
55 - 90, *, *, not-married, *, *, male, *, 66906
55 - 90, *, *, not-married, *, *, male, *, 37047
55 - 90, *, *, not-married, *, *, male, *, 61233
55 - 90, *, *, not-married, *, *, male, *, 56314
55 - 90, *, *, not-married, *, *, male, *, 61311
55 - 90, *, *, not-married, *, *, male, *, 55665
55 - 90, *, *, not-married, *, *, male, *, 67768
55 - 90, *, *, not-married, *, *, male, *, 103957
55 - 90, *, *, not-married, *, *, male, *, 49969
55 - 90, *, *, not-married, *, *, male, *, 70248
55 - 90, *, *, not-married, *, *, male, *, 36102
55 - 90, *, *, not-married, *, *, male, *, 19688
55 - 90, *, *, not-married, *, *, male, *, 76876
55 - 90, *, *, not-married, *, *, male, *, 59438
55 - 90, *, *, not-married, *, *, male, *, 44904
55 - 90, *, *, not-married, *, *, male, *, 36015
55 - 90, *, *, not-married, *, *, male, *, 82887
55 - 90, *, *, not-married, *, *, male, *, 89378
55 - 90, *, *, not-married, *, *, male, *, 76536
55 - 90, *, *, not-married, *, *, male, *, 114364
55 - 90, *, *, not-married, *, *, male, *, 67563
55 - 90, *, *, not-married, *, *, male, *, 112837
55 - 90, *, *, not-married, *, *, male, *, 39315
55 - 90, *, *, not-married, *, *, male, *, 55452
55 - 90, *, *, not-married, *, *, male, *, 43686
55 - 90, *, *, not-married, *, *, male, *, 134113
55 - 90, *, *, not-married, *, *, male, *, 79623
55 - 90, *, *, not-married, *, *, male, *, 58718
55 - 90, *, *, not-married, *, *, male, *, 79355
55 - 90, *, *, not-married, *, *, male, *, 86058
55 - 90, *, *, not-married, *, *, male, *, 55378
55 - 90, *, *, not-married, *, *, male, *, 91269
55 - 90, *, *, not-married, *, *, male, *, 111350
55 - 90, *, *, not-married, *, *, male, *, 58723
55 - 90, *, *, not-married, *, *, male, *, 45480
55 - 90, *, *, not-married, *, *, male, *, 99222
55 - 90, *, *, not-married, *, *, male, *, 57340
55 - 90, *, *, not-married, *, *, male, *, 49262
55 - 90, *, *, not-married, *, *, male, *, 45486
55 - 90, *, *, not-married, *, *, male, *, 38603
55 - 90, *, *, not-married, *, *, male, *, 56660
55 - 90, *, *, not-married, *, *, male, *, 86414
55 - 90, *, *, not-married, *, *, male, *, 20320
55 - 90, *, *, not-married, *, *, male, *, 36777
55 - 90, *, *, not-married, *, *, male, *, 45670
55 - 90, *, *, not-married, *, *, male, *, 53940
55 - 90, *, *, not-married, *, *, male, *, 60208
55 - 90, *, *, not-married, *, *, male, *, 41410
55 - 90, *, *, not-married, *, *, male, *, 99528
55 - 90, *, *, not-married, *, *, male, *, 85146
55 - 90, *, *, not-married, *, *, male, *, 9182
55 - 90, *, *, not-married, *, *, male, *, 56682
55 - 90, *, *, not-married, *, *, male, *, 53122
55 - 90, *, *, not-married, *, *, male, *, 60612
55 - 90, *, *, not-married, *, *, male, *, 60996
55 - 90, *, *, not-married, *, *, male, *, 63542
55 - 90, *, *, not-married, *, *, male, *, 65079
55 - 90, *, *, not-married, *, *, male, *, 70099
55 - 90, *, *, not-married, *, *, male, *, 74372
55 - 90, *, *, not-married, *, *, male, *, 58181
55 - 90, *, *, not-married, *, *, male, *, 55356
55 - 90, *, *, not-married, *, *, male, *, 36959
55 - 90, *, *, not-married, *, *, male, *, 96651
55 - 90, *, *, not-married, *, *, male, *, 67502
55 - 90, *, *, not-married, *, *, male, *, 36840
55 - 90, *, *, not-married, *, *, male, *, 99659
55 - 90, *, *, not-married, *, *, male, *, 60167
55 - 90, *, *, not-married, *, *, male, *, 114964
55 - 90, *, *, not-married, *, *, male, *, 60216
55 - 90, *, *, not-married, *, *, male, *, 97518
55 - 90, *, *, not-married, *, *, male, *, 95512
55 - 90, *, *, not-married, *, *, male, *, 65135
55 - 90, *, *, not-married, *, *, male, *, 55514
55 - 90, *, *, not-married, *, *, male, *, 63809
55 - 90, *, *, not-married, *, *, male, *, 62060
55 - 90, *, *, not-married, *, *, male, *, 94598
55 - 90, *, *, not-married, *, *, male, *, 79787
55 - 90, *, *, not-married, *, *, male, *, 81004
55 - 90, *, *, not-married, *, *, male, *, 76238
55 - 90, *, *, not-married, *, *, male, *, 40326
55 - 90, *, *, not-married, *, *, male, *, 33931
55 - 90, *, *, not-married, *, *, male, *, 91592
55 - 90, *, *, not-married, *, *, male, *, 52512
55 - 90, *, *, not-married, *, *, male, *, 34363
55 - 90, *, *, not-married, *, *, male, *, 55780
55 - 90, *, *, not-married, *, *, male, *, 60807
55 - 90, *, *, not-married, *, *, male, *, 48393
55 - 90, *, *, not-married, *, *, male, *, 16133
55 - 90, *, *, not-married, *, *, male, *, 97301
55 - 90, *, *, not-married, *, *, male, *, 85848
55 - 90, *, *, not-married, *, *, male, *, 41895
55 - 90, *, *, not-married, *, *, male, *, 29545
55 - 90, *, *, not-married, *, *, male, *, 58719
55 - 90, *, *, not-married, *, *, male, *, 19262
55 - 90, *, *, not-married, *, *, male, *, 55235
55 - 90, *, *, not-married, *, *, male, *, 99546
55 - 90, *, *, not-married, *, *, male, *, 105758
55 - 90, *, *, not-married, *, *, male, *, 14568
55 - 90, *, *, not-married, *, *, male, *, 25888
55 - 90, *, *, not-married, *, *, male, *, 49683
55 - 90, *, *, not-married, *, *, male, *, 54085
55 - 90, *, *, not-married, *, *, male, *, 36387
55 - 90, *, *, not-married, *, *, male, *, 20202
55 - 90, *, *, not-married, *, *, male, *, 90267
55 - 90, *, *, not-married, *, *, male, *, 18900
55 - 90, *, *, not-married, *, *, male, *, 67956
55 - 90, *, *, not-married, *, *, male, *, 40244
55 - 90, *, *, not-married, *, *, male, *, 49594
55 - 90, *, *, not-married, *, *, male, *, 84364
55 - 90, *, *, not-married, *, *, male, *, 75389
55 - 90, *, *, not-married, *, *, male, *, 35834
55 - 90, *, *, not-married, *, *, male, *, 86311
55 - 90, *, *, not-married, *, *, male, *, 94982
55 - 90, *, *, not-married, *, *, male, *, 10790
55 - 90, *, *, not-married, *, *, male, *, 88982
55 - 90, *, *, not-married, *, *, male, *, 62634
55 - 90, *, *, not-married, *, *, male, *, 46587
55 - 90, *, *, not-married, *, *, male, *, 88360
55 - 90, *, *, not-married, *, *, male, *, 9487
55 - 90, *, *, not-married, *, *, male, *, 40746
55 - 90, *, *, not-married, *, *, male, *, 50364
55 - 90, *, *, not-married, *, *, male, *, 49215
55 - 90, *, *, not-married, *, *, male, *, 63025
55 - 90, *, *, not-married, *, *, male, *, 14087
55 - 90, *, *, not-married, *, *, male, *, 92818
55 - 90, *, *, not-married, *, *, male, *, 51329
55 - 90, *, *, not-married, *, *, male, *, 64999
55 - 90, *, *, not-married, *, *, male, *, 88715
55 - 90, *, *, not-married, *, *, male, *, 83188
55 - 90, *, *, not-married, *, *, male, *, 77698
55 - 90, *, *, not-married, *, *, male, *, 58418
55 - 90, *, *, not-married, *, *, male, *, 28675
55 - 90, *, *, not-married, *, *, male, *, 12702
55 - 90, *, *, not-married, *, *, male, *, 42036
55 - 90, *, *, not-married, *, *, male, *, 72762
55 - 90, *, *, not-married, *, *, male, *, 66835
55 - 90, *, *, not-married, *, *, male, *, 73714
55 - 90, *, *, not-married, *, *, male, *, 36506
55 - 90, *, *, not-married, *, *, male, *, 13427
55 - 90, *, *, not-married, *, *, male, *, 99292
55 - 90, *, *, not-married, *, *, male, *, 94495
55 - 90, *, *, not-married, *, *, male, *, 65844
55 - 90, *, *, not-married, *, *, male, *, 104078
55 - 90, *, *, not-married, *, *, male, *, 38675
55 - 90, *, *, not-married, *, *, male, *, 76068
55 - 90, *, *, not-married, *, *, male, *, 50188
55 - 90, *, *, not-married, *, *, male, *, 12607
55 - 90, *, *, not-married, *, *, male, *, 44203
55 - 90, *, *, not-married, *, *, male, *, 40151
55 - 90, *, *, not-married, *, *, male, *, 44731
55 - 90, *, *, not-married, *, *, male, *, 9082
55 - 90, *, *, not-married, *, *, male, *, 86306
55 - 90, *, *, not-married, *, *, male, *, 20795
55 - 90, *, *, not-married, *, *, male, *, 11093
55 - 90, *, *, not-married, *, *, male, *, 74023
55 - 90, *, *, not-married, *, *, male, *, 27278
55 - 90, *, *, not-married, *, *, male, *, 90208
55 - 90, *, *, not-married, *, *, male, *, 22247
55 - 90, *, *, not-married, *, *, male, *, 90570
55 - 90, *, *, not-married, *, *, male, *, 68449
55 - 90, *, *, not-married, *, *, male, *, 43467
55 - 90, *, *, not-married, *, *, male, *, 74726
55 - 90, *, *, not-married, *, *, male, *, 50954
55 - 90, *, *, not-married, *, *, male, *, 46000
55 - 90, *, *, not-married, *, *, male, *, 51468
55 - 90, *, *, not-married, *, *, male, *, 41202
55 - 90, *, *, not-married, *, *, male, *, 119328
55 - 90, *, *, not-married, *, *, male, *, 83754
55 - 90, *, *, not-married, *, *, male, *, 94385
55 - 90, *, *, not-married, *, *, male, *, 67952
55 - 90, *, *, not-married, *, *, male, *, 77318
55 - 90, *, *, not-married, *, *, male, *, 44050
55 - 90, *, *, not-married, *, *, male, *, 41859
55 - 90, *, *, not-married, *, *, male, *, 12031
55 - 90, *, *, not-married, *, *, male, *, 48738
55 - 90, *, *, not-married, *, *, male, *, 52410
55 - 90, *, *, not-married, *, *, male, *, 69261
55 - 90, *, *, not-married, *, *, male, *, 63304
55 - 90, *, *, not-married, *, *, male, *, 78096
55 - 90, *, *, not-married, *, *, male, *, 133324
55 - 90, *, *, not-married, *, *, male, *, 36316
55 - 90, *, *, not-married, *, *, male, *, 74692
55 - 90, *, *, not-married, *, *, male, *, 60971
55 - 90, *, *, not-married, *, *, male, *, 47786
55 - 90, *, *, not-married, *, *, male, *, 60335
55 - 90, *, *, not-married, *, *, male, *, 69091
55 - 90, *, *, not-married, *, *, male, *, 36927
55 - 90, *, *, not-married, *, *, male, *, 70147
55 - 90, *, *, not-married, *, *, male, *, 85308
55 - 90, *, *, not-married, *, *, male, *, 41325
55 - 90, *, *, not-married, *, *, male, *, 97440
55 - 90, *, *, not-married, *, *, male, *, 126421
55 - 90, *, *, not-married, *, *, male, *, 75753
55 - 90, *, *, not-married, *, *, male, *, 98198
55 - 90, *, *, not-married, *, *, male, *, 121394
55 - 90, *, *, not-married, *, *, male, *, 91717
55 - 90, *, *, not-married, *, *, male, *, 101673
55 - 90, *, *, not-married, *, *, male, *, 66760
55 - 90, *, *, not-married, *, *, male, *, 107077
55 - 90, *, *, not-married, *, *, male, *, 93043
55 - 90, *, *, not-married, *, *, male, *, 93548
55 - 90, *, *, not-married, *, *, male, *, 64565
55 - 90, *, *, not-married, *, *, male, *, 86661
55 - 90, *, *, not-married, *, *, male, *, 75830
55 - 90, *, *, not-married, *, *, male, *, 63158
55 - 90, *, *, not-married, *, *, male, *, 133072
55 - 90, *, *, not-married, *, *, male, *, 83047
55 - 90, *, *, not-married, *, *, male, *, 81986
55 - 90, *, *, not-married, *, *, male, *, 103956
55 - 90, *, *, not-married, *, *, male, *, 139328
55 - 90, *, *, not-married, *, *, male, *, 113837
55 - 90, *, *, not-married, *, *, male, *, 103301
55 - 90, *, *, not-married, *, *, male, *, 65378
55 - 90, *, *, not-married, *, *, male, *, 107383
55 - 90, *, *, not-married, *, *, male, *, 116205
55 - 90, *, *, not-married, *, *, male, *, 97143
55 - 90, *, *, not-married, *, *, male, *, 131157
55 - 90, *, *, not-married, *, *, male, *, 77115
55 - 90, *, *, not-married, *, *, male, *, 74555
55 - 90, *, *, not-married, *, *, male, *, 139791
55 - 90, *, *, not-married, *, *, male, *, 61806
55 - 90, *, *, not-married, *, *, male, *, 138147
55 - 90, *, *, not-married, *, *, male, *, 89235
55 - 90, *, *, not-married, *, *, male, *, 98409
55 - 90, *, *, not-married, *, *, male, *, 74475
55 - 90, *, *, not-married, *, *, male, *, 101647
55 - 90, *, *, not-married, *, *, male, *, 130007
55 - 90, *, *, not-married, *, *, male, *, 98755
55 - 90, *, *, not-married, *, *, male, *, 77368
55 - 90, *, *, not-married, *, *, male, *, 136388
55 - 90, *, *, not-married, *, *, male, *, 87699
55 - 90, *, *, not-married, *, *, male, *, 95740
55 - 90, *, *, not-married, *, *, male, *, 82201
55 - 90, *, *, not-married, *, *, male, *, 113153
55 - 90, *, *, not-married, *, *, male, *, 41218
55 - 90, *, *, not-married, *, *, male, *, 114473
55 - 90, *, *, not-married, *, *, male, *, 90524
55 - 90, *, *, not-married, *, *, male, *, 98754
55 - 90, *, *, not-married, *, *, male, *, 65080
55 - 90, *, *, not-married, *, *, male, *, 89401
55 - 90, *, *, not-married, *, *, male, *, 79838
55 - 90, *, *, not-married, *, *, male, *, 54811
55 - 90, *, *, not-married, *, *, male, *, 70916
55 - 90, *, *, not-married, *, *, male, *, 82423
55 - 90, *, *, not-married, *, *, male, *, 113382
55 - 90, *, *, not-married, *, *, male, *, 81933
55 - 90, *, *, not-married, *, *, male, *, 72105
55 - 90, *, *, not-married, *, *, male, *, 84819
55 - 90, *, *, not-married, *, *, male, *, 71035
55 - 90, *, *, not-married, *, *, male, *, 79226
55 - 90, *, *, not-married, *, *, male, *, 31206
55 - 90, *, *, not-married, *, *, male, *, 41421
55 - 90, *, *, not-married, *, *, male, *, 54576
55 - 90, *, *, not-married, *, *, male, *, 32891
55 - 90, *, *, not-married, *, *, male, *, 83570
55 - 90, *, *, not-married, *, *, male, *, 80800
55 - 90, *, *, not-married, *, *, male, *, 102140
55 - 90, *, *, not-married, *, *, male, *, 59772
55 - 90, *, *, not-married, *, *, male, *, 93413
55 - 90, *, *, not-married, *, *, male, *, 54392
55 - 90, *, *, not-married, *, *, male, *, 110578
55 - 90, *, *, not-married, *, *, male, *, 53974
55 - 90, *, *, not-married, *, *, male, *, 46391
55 - 90, *, *, not-married, *, *, male, *, 65564
55 - 90, *, *, not-married, *, *, male, *, 71004
55 - 90, *, *, not-married, *, *, male, *, 74137
55 - 90, *, *, not-married, *, *, male, *, 91688
55 - 90, *, *, not-married, *, *, male, *, 74678
55 - 90, *, *, not-married, *, *, male, *, 79830
55 - 90, *, *, not-married, *, *, male, *, 63222
55 - 90, *, *, not-married, *, *, male, *, 64437
55 - 90, *, *, not-married, *, *, male, *, 73903
55 - 90, *, *, not-married, *, *, male, *, 62621
55 - 90, *, *, not-married, *, *, male, *, 133809
55 - 90, *, *, not-married, *, *, male, *, 55384
55 - 90, *, *, not-married, *, *, male, *, 57530
55 - 90, *, *, not-married, *, *, male, *, 85626
55 - 90, *, *, not-married, *, *, male, *, 74342
55 - 90, *, *, not-married, *, *, male, *, 108508
55 - 90, *, *, not-married, *, *, male, *, 94927
55 - 90, *, *, not-married, *, *, male, *, 66926
55 - 90, *, *, not-married, *, *, male, *, 49683
55 - 90, *, *, not-married, *, *, male, *, 97309
55 - 90, *, *, not-married, *, *, male, *, 118927
55 - 90, *, *, not-married, *, *, male, *, 59644
55 - 90, *, *, not-married, *, *, male, *, 137939
55 - 90, *, *, not-married, *, *, male, *, 60693
55 - 90, *, *, not-married, *, *, male, *, 87295
55 - 90, *, *, not-married, *, *, male, *, 102392
55 - 90, *, *, not-married, *, *, male, *, 88857
55 - 90, *, *, not-married, *, *, male, *, 61193
55 - 90, *, *, not-married, *, *, male, *, 72983
55 - 90, *, *, not-married, *, *, male, *, 60633
55 - 90, *, *, not-married, *, *, male, *, 76985
55 - 90, *, *, not-married, *, *, male, *, 61008
55 - 90, *, *, not-married, *, *, male, *, 37180
55 - 90, *, *, not-married, *, *, male, *, 55123
55 - 90, *, *, not-married, *, *, male, *, 105053
55 - 90, *, *, not-married, *, *, male, *, 41144
55 - 90, *, *, not-married, *, *, male, *, 105603
55 - 90, *, *, not-married, *, *, male, *, 69683
55 - 90, *, *, not-married, *, *, male, *, 38909
55 - 90, *, *, not-married, *, *, male, *, 87416
55 - 90, *, *, not-married, *, *, male, *, 84700
55 - 90, *, *, not-married, *, *, male, *, 72692
55 - 90, *, *, not-married, *, *, male, *, 86674
55 - 90, *, *, not-married, *, *, male, *, 89683
55 - 90, *, *, not-married, *, *, male, *, 116415
55 - 90, *, *, not-married, *, *, male, *, 88853
55 - 90, *, *, not-married, *, *, male, *, 80983
55 - 90, *, *, not-married, *, *, male, *, 74132
55 - 90, *, *, not-married, *, *, male, *, 31916
55 - 90, *, *, not-married, *, *, male, *, 37704
55 - 90, *, *, not-married, *, *, male, *, 72874
55 - 90, *, *, not-married, *, *, male, *, 45548
55 - 90, *, *, not-married, *, *, male, *, 8356
55 - 90, *, *, not-married, *, *, male, *, 104256
55 - 90, *, *, not-married, *, *, male, *, 91755
55 - 90, *, *, not-married, *, *, male, *, 16434
55 - 90, *, *, not-married, *, *, male, *, 59550
55 - 90, *, *, not-married, *, *, male, *, 43099
55 - 90, *, *, not-married, *, *, male, *, 57481
55 - 90, *, *, not-married, *, *, male, *, 33505
55 - 90, *, *, not-married, *, *, male, *, 63865
55 - 90, *, *, not-married, *, *, male, *, 47811
55 - 90, *, *, not-married, *, *, male, *, 73206
55 - 90, *, *, not-married, *, *, male, *, 38255
55 - 90, *, *, not-married, *, *, male, *, 42601
55 - 90, *, *, not-married, *, *, male, *, 83324
55 - 90, *, *, not-married, *, *, male, *, 55010
55 - 90, *, *, not-married, *, *, male, *, 43678
55 - 90, *, *, not-married, *, *, male, *, 89082
55 - 90, *, *, not-married, *, *, male, *, 39821
55 - 90, *, *, not-married, *, *, male, *, 82158
55 - 90, *, *, not-married, *, *, male, *, 85701
55 - 90, *, *, not-married, *, *, male, *, 90502
55 - 90, *, *, not-married, *, *, male, *, 80384
55 - 90, *, *, not-married, *, *, male, *, 13441
55 - 90, *, *, not-married, *, *, male, *, 65736
55 - 90, *, *, not-married, *, *, male, *, 53607
55 - 90, *, *, not-married, *, *, male, *, 35439
55 - 90, *, *, not-married, *, *, male, *, 43362
55 - 90, *, *, not-married, *, *, male, *, 78934
55 - 90, *, *, not-married, *, *, male, *, 47892
55 - 90, *, *, not-married, *, *, male, *, 49898
55 - 90, *, *, not-married, *, *, male, *, 80377
38 - 43, *, *, not-married, *, *, female, *, 86511
38 - 43, *, *, not-married, *, *, female, *, 54292
38 - 43, *, *, not-married, *, *, female, *, 97496
38 - 43, *, *, not-married, *, *, female, *, 61822
38 - 43, *, *, not-married, *, *, female, *, 92932
38 - 43, *, *, not-married, *, *, female, *, 67930
38 - 43, *, *, not-married, *, *, female, *, 63528
38 - 43, *, *, not-married, *, *, female, *, 102708
