20 - 26, non-government, pre-primary, married, *, *, male, *, 43685
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 32377
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 90601
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 147660
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 145531
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 52916
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 132279
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 49872
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 77679
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 100006
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 158597
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 192013
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 125888
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 52056
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 90379
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 36734
38 - 47, self-emp-not-inc, masters, married-civ-spouse, *, *, male, united-states, 101226
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 71366
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 63083
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 64564
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 155310
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 64959
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 71826
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 181557
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 104299
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 62953
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 130696
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 182025
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 171361
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 136731
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 191783
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 113920
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 37543
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 72205
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 162786
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 89968
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 58380
48 - 53, non-government, pre-doctorate, married, *, *, male, asia, 61879
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 99865
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 137074
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 36523
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 108210
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 159826
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 147012
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 194493
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 149567
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 143614
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 131073
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 95121
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 93048
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 88497
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 123714
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 199463
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 29146
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 166139
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 170157
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 106977
54 - 66, non-government, pre-doctorate, married-civ-spouse, *, *, male, asia, 166328
48, private, bachelors, married, *, *, male, north-america, 185424
48, private, bachelors, married, *, *, male, north-america, 132493
48, private, bachelors, married, *, *, male, north-america, 155294
48, private, bachelors, married, *, *, male, north-america, 113629
48, private, bachelors, married, *, *, male, north-america, 180846
48, private, bachelors, married, *, *, male, north-america, 181045
48, private, bachelors, married, *, *, male, north-america, 100083
48, private, bachelors, married, *, *, male, north-america, 161022
48, private, bachelors, married, *, *, male, north-america, 34219
48, private, bachelors, married, *, *, male, north-america, 58313
48, private, bachelors, married, *, *, male, north-america, 120177
48, private, bachelors, married, *, *, male, north-america, 155097
48, private, bachelors, married, *, *, male, north-america, 98468
48, private, bachelors, married, *, *, male, north-america, 78466
48, private, bachelors, married, *, *, male, north-america, 146574
48, private, bachelors, married, *, *, male, north-america, 172673
48, private, bachelors, married, *, *, male, north-america, 199585
48, private, bachelors, married, *, *, male, north-america, 113576
48, private, bachelors, married, *, *, male, north-america, 199945
48, private, bachelors, married, *, *, male, north-america, 20674
48, private, bachelors, married, *, *, male, north-america, 130043
48, private, bachelors, married, *, *, male, north-america, 46370
48, private, bachelors, married, *, *, male, north-america, 145611
48, private, bachelors, married, *, *, male, north-america, 195081
48, private, bachelors, married, *, *, male, north-america, 126837
48, private, bachelors, married, *, *, male, north-america, 73150
48, private, bachelors, married, *, *, male, north-america, 65436
48, private, bachelors, married, *, *, male, north-america, 68940
48, private, bachelors, married, *, *, male, north-america, 105856
49, private, bachelors, married, *, *, male, central-north-america, 28697
49, private, bachelors, married, *, *, male, central-north-america, 13532
49, private, bachelors, married, *, *, male, central-north-america, 52993
49, private, bachelors, married, *, *, male, central-north-america, 26765
49, private, bachelors, married, *, *, male, central-north-america, 190862
49, private, bachelors, married, *, *, male, central-north-america, 197075
49, private, bachelors, married, *, *, male, central-north-america, 70839
49, private, bachelors, married, *, *, male, central-north-america, 180111
49, private, bachelors, married, *, *, male, central-north-america, 105733
49, private, bachelors, married, *, *, male, central-north-america, 115825
49, private, bachelors, married, *, *, male, central-north-america, 73590
49, private, bachelors, married, *, *, male, central-north-america, 173647
49, private, bachelors, married, *, *, male, central-north-america, 162547
49, private, bachelors, married, *, *, male, central-north-america, 182762
49, private, bachelors, married, *, *, male, central-north-america, 70698
49, private, bachelors, married, *, *, male, central-north-america, 14641
49, private, bachelors, married, *, *, male, central-north-america, 153510
49, private, bachelors, married, *, *, male, central-north-america, 178692
49, private, bachelors, married, *, *, male, central-north-america, 25216
49, private, bachelors, married, *, *, male, central-north-america, 69859
49, private, bachelors, married, *, *, male, central-north-america, 139104
49, private, bachelors, married, *, *, male, central-north-america, 198952
49, private, bachelors, married, *, *, male, central-north-america, 51261
49, private, bachelors, married, *, *, male, central-north-america, 111528
49, private, bachelors, married, *, *, male, central-north-america, 193216
49, private, bachelors, married, *, *, male, central-north-america, 23796
49, private, bachelors, married, *, *, male, central-north-america, 132016
49, private, bachelors, married, *, *, male, central-north-america, 33273
50, private, bachelors, married, *, white, male, united-states, 195417
50, private, bachelors, married, *, white, male, united-states, 78730
50, private, bachelors, married, *, white, male, united-states, 195583
50, private, bachelors, married, *, white, male, united-states, 148365
50, private, bachelors, married, *, white, male, united-states, 131172
50, private, bachelors, married, *, white, male, united-states, 29319
50, private, bachelors, married, *, white, male, united-states, 169819
50, private, bachelors, married, *, white, male, united-states, 160034
50, private, bachelors, married, *, white, male, united-states, 146011
50, private, bachelors, married, *, white, male, united-states, 197803
50, private, bachelors, married, *, white, male, united-states, 51925
50, private, bachelors, married, *, white, male, united-states, 21268
50, private, bachelors, married, *, white, male, united-states, 115680
50, private, bachelors, married, *, white, male, united-states, 26271
50, private, bachelors, married, *, white, male, united-states, 17185
50, private, bachelors, married, *, white, male, united-states, 109187
50, private, bachelors, married, *, white, male, united-states, 167177
50, private, bachelors, married, *, white, male, united-states, 132179
50, private, bachelors, married, *, white, male, united-states, 125678
50, private, bachelors, married, *, white, male, united-states, 30392
50, private, bachelors, married, *, white, male, united-states, 160846
50, private, bachelors, married, *, white, male, united-states, 78559
50, private, bachelors, married, *, white, male, united-states, 197519
50, private, bachelors, married, *, white, male, united-states, 132338
50, private, bachelors, married, *, white, male, united-states, 158172
50, private, bachelors, married, *, white, male, united-states, 160826
50, private, bachelors, married, *, white, male, united-states, 40565
50, private, bachelors, married, *, white, male, united-states, 24535
50, private, bachelors, married, *, white, male, united-states, 106590
50, private, bachelors, married, *, white, male, united-states, 133779
51, private, bachelors, married, *, *, male, north-america, 185395
51, private, bachelors, married, *, *, male, north-america, 45917
51, private, bachelors, married, *, *, male, north-america, 105873
51, private, bachelors, married, *, *, male, north-america, 154856
51, private, bachelors, married, *, *, male, north-america, 48963
51, private, bachelors, married, *, *, male, north-america, 42905
51, private, bachelors, married, *, *, male, north-america, 38564
51, private, bachelors, married, *, *, male, north-america, 74778
51, private, bachelors, married, *, *, male, north-america, 140302
51, private, bachelors, married, *, *, male, north-america, 86113
51, private, bachelors, married, *, *, male, north-america, 16924
51, private, bachelors, married, *, *, male, north-america, 22597
51, private, bachelors, married, *, *, male, north-america, 72600
51, private, bachelors, married, *, *, male, north-america, 164463
51, private, bachelors, married, *, *, male, north-america, 149010
51, private, bachelors, married, *, *, male, north-america, 147391
51, private, bachelors, married, *, *, male, north-america, 182947
51, private, bachelors, married, *, *, male, north-america, 172101
51, private, bachelors, married, *, *, male, north-america, 21844
51, private, bachelors, married, *, *, male, north-america, 139570
51, private, bachelors, married, *, *, male, north-america, 172669
51, private, bachelors, married, *, *, male, north-america, 168710
51, private, bachelors, married, *, *, male, north-america, 23437
51, private, bachelors, married, *, *, male, north-america, 113284
51, private, bachelors, married, *, *, male, north-america, 36123
51, private, bachelors, married, *, *, male, north-america, 117581
51, private, bachelors, married, *, *, male, north-america, 103558
51, private, bachelors, married, *, *, male, north-america, 82889
51, private, bachelors, married, *, *, male, north-america, 133114
51, private, bachelors, married, *, *, male, north-america, 181573
52, private, bachelors, married, *, *, male, north-america, 153518
52, private, bachelors, married, *, *, male, north-america, 14876
52, private, bachelors, married, *, *, male, north-america, 39585
52, private, bachelors, married, *, *, male, north-america, 126294
52, private, bachelors, married, *, *, male, north-america, 50100
52, private, bachelors, married, *, *, male, north-america, 181296
52, private, bachelors, married, *, *, male, north-america, 33084
52, private, bachelors, married, *, *, male, north-america, 85137
52, private, bachelors, married, *, *, male, north-america, 22567
52, private, bachelors, married, *, *, male, north-america, 119407
52, private, bachelors, married, *, *, male, north-america, 190993
52, private, bachelors, married, *, *, male, north-america, 77827
52, private, bachelors, married, *, *, male, north-america, 24289
52, private, bachelors, married, *, *, male, north-america, 61483
52, private, bachelors, married, *, *, male, north-america, 172490
52, private, bachelors, married, *, *, male, north-america, 123004
52, private, bachelors, married, *, *, male, north-america, 45626
52, private, bachelors, married, *, *, male, north-america, 165295
52, private, bachelors, married, *, *, male, north-america, 67296
52, private, bachelors, married, *, *, male, north-america, 17643
52, private, bachelors, married, *, *, male, north-america, 159845
52, private, bachelors, married, *, *, male, north-america, 74298
52, private, bachelors, married, *, *, male, north-america, 65056
52, private, bachelors, married, *, *, male, north-america, 24814
52, private, bachelors, married, *, *, male, north-america, 85543
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 48773
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 18513
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 133590
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 119260
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 160929
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 107517
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 147419
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 190353
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 56793
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 122348
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 38604
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 80466
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 98962
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 35328
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 116112
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 59788
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 112739
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 190704
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 121032
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 23295
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 73624
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 199620
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 144000
53, private, bachelors, married-civ-spouse, *, *, male, united-states, 197991
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 44306
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 12477
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 78381
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 37469
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 88193
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 181805
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 173560
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 27170
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 21555
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 168453
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 44148
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 61818
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 95153
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 111511
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 132634
54, private, bachelors, married-civ-spouse, *, white, male, united-states, 46800
48, private, masters, married-civ-spouse, *, *, male, north-america, 76783
48, private, masters, married-civ-spouse, *, *, male, north-america, 25655
48, private, masters, married-civ-spouse, *, *, male, north-america, 179552
48, private, masters, married-civ-spouse, *, *, male, north-america, 108771
48, private, masters, married-civ-spouse, *, *, male, north-america, 42396
48, private, masters, married-civ-spouse, *, *, male, north-america, 148635
48, private, masters, married-civ-spouse, *, *, male, north-america, 180472
48, private, masters, married-civ-spouse, *, *, male, north-america, 96709
48, private, masters, married-civ-spouse, *, *, male, north-america, 127081
48, private, masters, married-civ-spouse, *, *, male, north-america, 37660
48, private, masters, married-civ-spouse, *, *, male, north-america, 61345
48, private, masters, married-civ-spouse, *, *, male, north-america, 147643
48, private, masters, married-civ-spouse, *, *, male, north-america, 14580
48, private, masters, married-civ-spouse, *, *, male, north-america, 66054
48, private, masters, married-civ-spouse, *, *, male, north-america, 85789
48, private, masters, married-civ-spouse, *, *, male, north-america, 125256
48, private, masters, married-civ-spouse, *, *, male, north-america, 41367
48, private, masters, married-civ-spouse, *, *, male, north-america, 41767
49, private, masters, married, *, white, male, united-states, 22939
49, private, masters, married, *, white, male, united-states, 21600
49, private, masters, married, *, white, male, united-states, 103120
49, private, masters, married, *, white, male, united-states, 24240
49, private, masters, married, *, white, male, united-states, 50597
49, private, masters, married, *, white, male, united-states, 95217
49, private, masters, married, *, white, male, united-states, 121421
49, private, masters, married, *, white, male, united-states, 102521
49, private, masters, married, *, white, male, united-states, 34334
49, private, masters, married, *, white, male, united-states, 94053
49, private, masters, married, *, white, male, united-states, 38995
49, private, masters, married, *, white, male, united-states, 161158
49, private, masters, married, *, white, male, united-states, 52409
49, private, masters, married, *, white, male, united-states, 109174
49, private, masters, married, *, white, male, united-states, 12483
49, private, masters, married, *, white, male, united-states, 50269
49, private, masters, married, *, white, male, united-states, 137390
50, private, masters, married-civ-spouse, *, white, male, united-states, 143288
50, private, masters, married-civ-spouse, *, white, male, united-states, 99023
50, private, masters, married-civ-spouse, *, white, male, united-states, 101106
50, private, masters, married-civ-spouse, *, white, male, united-states, 101363
50, private, masters, married-civ-spouse, *, white, male, united-states, 106401
50, private, masters, married-civ-spouse, *, white, male, united-states, 149913
50, private, masters, married-civ-spouse, *, white, male, united-states, 162719
50, private, masters, married-civ-spouse, *, white, male, united-states, 78043
50, private, masters, married-civ-spouse, *, white, male, united-states, 179172
50, private, masters, married-civ-spouse, *, white, male, united-states, 13558
50, private, masters, married-civ-spouse, *, white, male, united-states, 193796
50, private, masters, married-civ-spouse, *, white, male, united-states, 154238
50, private, masters, married-civ-spouse, *, white, male, united-states, 170767
50, private, masters, married-civ-spouse, *, white, male, united-states, 156496
50, private, masters, married-civ-spouse, *, white, male, united-states, 35747
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 144116
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 42105
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 184804
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 175510
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 108120
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 198248
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 20126
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 111554
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 82159
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 50691
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 29828
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 175692
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 24545
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 47152
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 13537
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 37036
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 141471
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 59880
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 184651
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 29325
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 28265
51 - 52, private, masters, married-civ-spouse, *, white, male, north-america, 155382
53, private, masters, married-civ-spouse, *, white, male, north-america, 195375
53, private, masters, married-civ-spouse, *, white, male, north-america, 163475
53, private, masters, married-civ-spouse, *, white, male, north-america, 17830
53, private, masters, married-civ-spouse, *, white, male, north-america, 198945
53, private, masters, married-civ-spouse, *, white, male, north-america, 156875
53, private, masters, married-civ-spouse, *, white, male, north-america, 168374
53, private, masters, married-civ-spouse, *, white, male, north-america, 181586
53, private, masters, married-civ-spouse, *, white, male, north-america, 36190
53, private, masters, married-civ-spouse, *, white, male, north-america, 188979
53, private, masters, married-civ-spouse, *, white, male, north-america, 183413
53, private, masters, married-civ-spouse, *, white, male, north-america, 132881
53, private, masters, married-civ-spouse, *, white, male, north-america, 23453
54, private, masters, married-civ-spouse, *, *, male, north-america, 127602
54, private, masters, married-civ-spouse, *, *, male, north-america, 54145
54, private, masters, married-civ-spouse, *, *, male, north-america, 47454
54, private, masters, married-civ-spouse, *, *, male, north-america, 170893
54, private, masters, married-civ-spouse, *, *, male, north-america, 159758
54, private, masters, married-civ-spouse, *, *, male, north-america, 147331
54, private, masters, married-civ-spouse, *, *, male, north-america, 149258
54, private, masters, married-civ-spouse, *, *, male, north-america, 170280
54, private, masters, married-civ-spouse, *, *, male, north-america, 22007
54, private, masters, married-civ-spouse, *, *, male, north-america, 11240
54, private, masters, married-civ-spouse, *, *, male, north-america, 152356
54, private, masters, married-civ-spouse, *, *, male, north-america, 142224
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 63961
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 73742
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 45291
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 64282
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 148913
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 116822
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 79295
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 122507
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 186172
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 144638
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 135631
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 134129
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 11826
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 122837
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 14894
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 48695
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 146471
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 81941
48 - 51, self-emp-inc, bachelors, married-civ-spouse, *, *, male, united-states, 152911
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 137299
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 130296
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 85347
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 19980
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 99224
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 98653
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 133211
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 156830
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 184598
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 13723
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 81769
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 105688
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 25594
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 163713
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 10633
52 - 54, self-emp-inc, bachelors, married-civ-spouse, *, *, male, north-america, 44364
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 115637
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 146014
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 187535
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 108509
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 83937
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 128376
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 172010
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 84716
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 114893
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 10075
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 118205
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 115279
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 108652
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 169046
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 155002
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 40951
48 - 53, self-emp-inc, masters, married, *, white, male, united-states, 85201
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 96423
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 156556
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 96165
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 45722
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 36620
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 73754
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 111864
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 111423
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 76196
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 192875
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 63702
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 79863
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 22643
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 154970
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 106960
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 189818
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 194344
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 22373
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 186638
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 146145
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 15185
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 64351
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 121598
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 97106
48 - 50, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 81926
51, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 59493
51, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 126421
51, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 184723
51, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 45567
51, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 132421
51, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 174551
51, self-emp-not-inc, pre-doctorate, married, *, *, male, north-america, 136900
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 145330
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 151155
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 166004
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 198232
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 197319
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 187370
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 120104
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 46979
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 106655
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 89720
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 64112
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 39280
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 133524
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 76458
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 155897
52 - 54, self-emp-not-inc, pre-doctorate, married-civ-spouse, *, white, male, north-america, 98122
