17-37.0, *, pre-primary, married, *, *, male, *, <=50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
38.0-90, *, some-college, married, *, *, male, *, >50K
